Category: All categories

Region,friends hate me: (2005)
Alaska,
Indiana,100
Rhode Island,
New Hampshire,
Louisiana,
Minnesota,35
Oregon,
North Carolina,11
New Jersey,11
Texas,4
New York,1
California,1
Alabama,
Arkansas,
Arizona,
Colorado,
Connecticut,
District of Columbia,
Delaware,
Florida,
Georgia,
Hawaii,
Iowa,
Idaho,
Illinois,
Kansas,
Kentucky,
Massachusetts,
Maryland,
Maine,
Michigan,
Missouri,
Mississippi,
Montana,
North Dakota,
Nebraska,
New Mexico,
Nevada,
Ohio,
Oklahoma,
Pennsylvania,
South Carolina,
South Dakota,
Tennessee,
Utah,
Virginia,
Vermont,
Washington,
Wisconsin,
West Virginia,
Wyoming,
