Category: All categories

Region,friends hate me: (2009)
Alaska,
Vermont,
Iowa,
Alabama,
Louisiana,
Oklahoma,
Utah,
Indiana,100
District of Columbia,
New Jersey,80
Kentucky,
Michigan,70
Tennessee,60
North Carolina,50
Connecticut,
Maryland,40
Florida,40
Oregon,
Wisconsin,30
Missouri,30
Pennsylvania,30
Texas,20
Georgia,20
Washington,20
California,20
Colorado,20
Massachusetts,20
New York,20
Virginia,<1
Arkansas,
Arizona,
Delaware,
Hawaii,
Idaho,
Illinois,
Kansas,
Maine,
Minnesota,
Mississippi,
Montana,
North Dakota,
Nebraska,
New Hampshire,
New Mexico,
Nevada,
Ohio,
Rhode Island,
South Carolina,
South Dakota,
West Virginia,
Wyoming,
