Category: All categories

Region,friends hate me: (2004)
Alaska,
West Virginia,
New Hampshire,
Mississippi,
South Carolina,
Connecticut,
Missouri,100
Louisiana,
Utah,
Michigan,43
Arizona,35
Pennsylvania,16
Texas,8
Alabama,
Arkansas,
California,
Colorado,
District of Columbia,
Delaware,
Florida,
Georgia,
Hawaii,
Iowa,
Idaho,
Illinois,
Indiana,
Kansas,
Kentucky,
Massachusetts,
Maryland,
Maine,
Minnesota,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Jersey,
New Mexico,
Nevada,
New York,
Ohio,
Oklahoma,
Oregon,
Rhode Island,
South Dakota,
Tennessee,
Virginia,
Vermont,
Washington,
Wisconsin,
Wyoming,
