Category: All categories

Region,tie a noose: (2005)
Maine,
Nebraska,100
Idaho,95
Nevada,43
Minnesota,40
Oregon,33
South Carolina,30
Arizona,24
Indiana,22
Pennsylvania,18
Colorado,16
Maryland,12
Massachusetts,12
Missouri,8
Virginia,7
New Jersey,7
Illinois,6
California,6
New York,6
Ohio,6
Florida,3
Texas,2
Alaska,
Alabama,
Arkansas,
Connecticut,
District of Columbia,
Delaware,
Georgia,
Hawaii,
Iowa,
Kansas,
Kentucky,
Louisiana,
Michigan,
Mississippi,
Montana,
North Carolina,
North Dakota,
New Hampshire,
New Mexico,
Oklahoma,
Rhode Island,
South Dakota,
Tennessee,
Utah,
Vermont,
Washington,
Wisconsin,
West Virginia,
Wyoming,
