Category: All categories

Region,Abusive parents: (2005)
Kentucky,100
Indiana,45
Pennsylvania,22
Colorado,19
Michigan,16
Virginia,15
Georgia,13
Missouri,12
Oregon,11
Minnesota,11
Washington,10
Ohio,8
Florida,7
California,7
Texas,4
North Dakota,
Hawaii,
Kansas,
Nebraska,
Alaska,
Wyoming,
Maine,
Massachusetts,
Louisiana,
Illinois,
Mississippi,
Montana,
North Carolina,
Idaho,
Iowa,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
New York,
Delaware,
Oklahoma,
District of Columbia,
Connecticut,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Arizona,
Utah,
Arkansas,
Vermont,
Alabama,
Wisconsin,
West Virginia,
Maryland,
