Category: All categories

Region,Abusive parents: (2007)
Utah,100
Alabama,37
Colorado,36
Missouri,36
Minnesota,31
Indiana,29
Connecticut,28
New Jersey,22
Oregon,22
South Carolina,21
North Carolina,20
Maryland,18
Pennsylvania,17
Washington,16
California,16
Massachusetts,15
Texas,15
Illinois,15
New York,14
Michigan,12
Georgia,9
Virginia,9
Florida,4
North Dakota,
Vermont,
New Hampshire,
Alaska,
New Mexico,
Arkansas,
Kansas,
District of Columbia,
Mississippi,
Nebraska,
Nevada,
Montana,
Ohio,
Oklahoma,
Maine,
Louisiana,
Rhode Island,
Kentucky,
South Dakota,
Tennessee,
Idaho,
Iowa,
Hawaii,
Delaware,
Arizona,
Wisconsin,
West Virginia,
Wyoming,
