Category: All categories

Region,sexual abuse: (2019)
District of Columbia,100
Iowa,95
West Virginia,92
Vermont,82
Alaska,81
Kentucky,80
Idaho,80
Rhode Island,78
Utah,77
Oregon,75
Delaware,71
Montana,68
Alabama,65
Nebraska,65
Oklahoma,65
Maryland,65
North Dakota,63
New York,62
Maine,62
Missouri,61
Connecticut,61
Illinois,59
New Hampshire,58
New Mexico,58
Minnesota,58
Arkansas,57
Wyoming,57
Kansas,57
Massachusetts,56
Washington,55
South Dakota,55
California,55
Pennsylvania,54
Arizona,54
North Carolina,53
Virginia,53
New Jersey,53
Michigan,53
Colorado,52
Louisiana,52
Tennessee,52
Indiana,51
Wisconsin,51
Texas,50
South Carolina,50
Mississippi,48
Georgia,48
Ohio,48
Nevada,43
Hawaii,41
Florida,39
