Category: All categories

Region,feeling sad: (2009)
Maryland,100
Iowa,83
Massachusetts,74
New York,72
Nevada,69
Texas,65
Connecticut,61
Arizona,60
Pennsylvania,55
Michigan,53
New Jersey,50
Indiana,45
Utah,43
California,42
Ohio,42
Washington,42
Illinois,42
South Carolina,41
Missouri,39
Florida,33
Virginia,32
Minnesota,29
Georgia,28
Oregon,28
North Carolina,13
North Dakota,
Alaska,
Rhode Island,
Maine,
Mississippi,
New Hampshire,
Nebraska,
New Mexico,
Montana,
Louisiana,
Kentucky,
Oklahoma,
Kansas,
Idaho,
Hawaii,
Delaware,
South Dakota,
Tennessee,
District of Columbia,
Colorado,
Arkansas,
Vermont,
Alabama,
Wisconsin,
West Virginia,
Wyoming,
