Category: All categories

Region,academic stress: (2006)
South Dakota,
West Virginia,
Indiana,100
Nebraska,
South Carolina,
Oklahoma,
Illinois,37
Minnesota,18
Colorado,
Arizona,18
Texas,15
Michigan,
New York,9
Alaska,
Alabama,
Arkansas,
California,
Connecticut,
District of Columbia,
Delaware,
Florida,
Georgia,
Hawaii,
Iowa,
Idaho,
Kansas,
Kentucky,
Louisiana,
Massachusetts,
Maryland,
Maine,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
Ohio,
Oregon,
Pennsylvania,
Rhode Island,
Tennessee,
Utah,
Virginia,
Vermont,
Washington,
Wisconsin,
Wyoming,
