Category: All categories

Region,academic stress: (2005)
South Carolina,
Louisiana,100
Arkansas,
Hawaii,
Alabama,22
Michigan,
Maryland,
New Jersey,8
Ohio,7
California,2
Alaska,
Arizona,
Colorado,
Connecticut,
District of Columbia,
Delaware,
Florida,
Georgia,
Iowa,
Idaho,
Illinois,
Indiana,
Kansas,
Kentucky,
Massachusetts,
Maine,
Minnesota,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Mexico,
Nevada,
New York,
Oklahoma,
Oregon,
Pennsylvania,
Rhode Island,
South Dakota,
Tennessee,
Texas,
Utah,
Virginia,
Vermont,
Washington,
Wisconsin,
West Virginia,
Wyoming,
