Category: All categories

Region,crazy ex: (2021)
District of Columbia,100
Oregon,75
Massachusetts,70
Washington,62
Rhode Island,62
Vermont,61
Missouri,58
Connecticut,58
Utah,55
West Virginia,55
Montana,54
California,54
New Jersey,54
New York,52
Maryland,51
Pennsylvania,51
Maine,50
Colorado,50
Wyoming,
Wisconsin,50
Kansas,48
Minnesota,47
Virginia,45
Arizona,45
Illinois,45
Indiana,45
North Dakota,43
Michigan,43
New Mexico,43
New Hampshire,41
North Carolina,41
Iowa,41
Nevada,41
Nebraska,40
Oklahoma,40
Georgia,40
Alaska,38
Arkansas,38
Ohio,38
Idaho,38
Texas,37
Hawaii,37
Tennessee,37
Florida,34
Louisiana,34
Delaware,34
Alabama,34
Kentucky,33
South Carolina,25
Mississippi,23
South Dakota,23
