Category: All categories

Region,I hate my parents: (2014)
Massachusetts,100
North Carolina,96
New Jersey,90
Virginia,86
Ohio,86
California,84
Illinois,82
Florida,82
Michigan,76
Pennsylvania,68
Texas,68
Washington,65
New York,65
Georgia,61
South Carolina,
South Dakota,
Delaware,
West Virginia,
Connecticut,
Utah,
Tennessee,
Rhode Island,
Louisiana,
Alabama,
Minnesota,
Montana,
Maryland,
Arkansas,
Arizona,
New Mexico,
Indiana,
Colorado,
Hawaii,
Iowa,
Kentucky,
Nebraska,
Nevada,
District of Columbia,
Missouri,
Oklahoma,
Kansas,
Wisconsin,
Mississippi,
New Hampshire,
Oregon,
Alaska,
Vermont,
North Dakota,
Maine,
Idaho,
Wyoming,
