Category: All categories

Region,I hate my parents: (2004)
Ohio,100
Washington,88
Illinois,74
Georgia,61
New York,52
Texas,47
California,47
Delaware,
South Dakota,
West Virginia,
Hawaii,
Utah,
Arizona,
Colorado,
District of Columbia,
Alaska,
Wyoming,
Kentucky,
Louisiana,
Massachusetts,
Maryland,
Maine,
Michigan,
Minnesota,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
Indiana,
Idaho,
Oklahoma,
Oregon,
Pennsylvania,
Rhode Island,
South Carolina,
Iowa,
Tennessee,
Florida,
Connecticut,
Virginia,
Vermont,
Arkansas,
Wisconsin,
Alabama,
Kansas,
