Category: All categories

Region,Obsessive compulsive personality: (2004)
New Hampshire,
West Virginia,
Connecticut,
Louisiana,
Iowa,
Indiana,
Oklahoma,
Oregon,
North Carolina,100
Minnesota,
Tennessee,
Maryland,68
Georgia,60
Illinois,51
Wisconsin,
Texas,37
Washington,34
Ohio,31
Massachusetts,28
California,25
Pennsylvania,25
Florida,25
Alaska,
Alabama,
Arkansas,
Arizona,
Colorado,
District of Columbia,
Delaware,
Hawaii,
Idaho,
Kansas,
Kentucky,
Maine,
Michigan,
Missouri,
Mississippi,
Montana,
North Dakota,
Nebraska,
New Jersey,
New Mexico,
Nevada,
New York,
Rhode Island,
South Carolina,
South Dakota,
Utah,
Virginia,
Vermont,
Wyoming,
