Category: All categories

Region,Obsessive compulsive personality: (2005)
South Dakota,
Nebraska,
Oklahoma,
Maine,
Connecticut,
Tennessee,
Louisiana,
Colorado,100
Arizona,
Indiana,
Utah,
Wisconsin,
Maryland,66
New York,59
Massachusetts,59
North Carolina,51
Michigan,51
Florida,48
Illinois,48
Ohio,48
California,37
Pennsylvania,37
Georgia,29
Alaska,
Alabama,
Arkansas,
District of Columbia,
Delaware,
Hawaii,
Iowa,
Idaho,
Kansas,
Kentucky,
Minnesota,
Missouri,
Mississippi,
Montana,
North Dakota,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
Oregon,
Rhode Island,
South Carolina,
Texas,
Virginia,
Vermont,
Washington,
West Virginia,
Wyoming,
