Category: All categories

Region,I hate my parents: (2007)
Michigan,100
Massachusetts,71
North Carolina,44
Illinois,43
New York,41
Florida,25
Texas,20
California,17
South Dakota,
Montana,
New Mexico,
Nevada,
Mississippi,
Utah,
Tennessee,
Kentucky,
Colorado,
Oregon,
Indiana,
Alaska,
Wyoming,
Maine,
Louisiana,
Minnesota,
Missouri,
Kansas,
Idaho,
Iowa,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
Hawaii,
Georgia,
Delaware,
Ohio,
Oklahoma,
District of Columbia,
Pennsylvania,
Rhode Island,
South Carolina,
Connecticut,
Arizona,
Arkansas,
Alabama,
Virginia,
Vermont,
Washington,
Wisconsin,
West Virginia,
Maryland,
