Category: All categories

Region,I hate my parents: (2020)
Massachusetts,100
New Jersey,89
California,88
Virginia,81
Michigan,79
Texas,73
Illinois,72
Washington,71
New York,69
Florida,67
Georgia,67
Ohio,59
North Carolina,56
Pennsylvania,55
Alaska,
Maine,
Vermont,
Mississippi,
Oregon,
South Dakota,
Arizona,
Connecticut,
Iowa,
Maryland,
Idaho,
Indiana,
Wisconsin,
Utah,
Kentucky,
Alabama,
Tennessee,
Delaware,
Colorado,
South Carolina,
Nebraska,
New Hampshire,
West Virginia,
Missouri,
Minnesota,
Nevada,
Oklahoma,
Louisiana,
Kansas,
Arkansas,
New Mexico,
Rhode Island,
North Dakota,
Montana,
Hawaii,
District of Columbia,
Wyoming,
