Category: All categories

Region,Can’t sleep: (2020)
Georgia,100
North Carolina,97
Florida,96
Illinois,88
Ohio,86
Texas,71
Pennsylvania,70
California,64
New York,52
Iowa,
New Hampshire,
Delaware,
Nebraska,
South Dakota,
Arkansas,
Missouri,
Oklahoma,
Louisiana,
Kentucky,
Kansas,
Rhode Island,
Mississippi,
Connecticut,
Oregon,
Michigan,
Indiana,
New Jersey,
Massachusetts,
Utah,
New Mexico,
Maryland,
Wisconsin,
Tennessee,
Washington,
Virginia,
Alabama,
South Carolina,
Alaska,
Nevada,
North Dakota,
Montana,
Minnesota,
Maine,
Idaho,
Hawaii,
District of Columbia,
Vermont,
Colorado,
Arizona,
West Virginia,
Wyoming,
