Category: All categories

Region,Can’t sleep: (2011)
Ohio,100
Georgia,92
Florida,88
California,71
Pennsylvania,65
Texas,46
New York,26
Wyoming,
Delaware,
West Virginia,
Rhode Island,
Oregon,
Louisiana,
Michigan,
District of Columbia,
Washington,
Virginia,
New Jersey,
Mississippi,
Alaska,
Maryland,
Maine,
Kentucky,
Minnesota,
Missouri,
Kansas,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
Indiana,
New Mexico,
Nevada,
Illinois,
Idaho,
Oklahoma,
Iowa,
Hawaii,
Connecticut,
South Carolina,
South Dakota,
Tennessee,
Colorado,
Utah,
Arizona,
Vermont,
Arkansas,
Wisconsin,
Alabama,
Massachusetts,
