Category: All categories

Region,Can’t sleep: (2015)
North Carolina,100
Arizona,80
Illinois,64
Florida,54
Georgia,52
California,36
North Dakota,
Delaware,
New Mexico,
Hawaii,
West Virginia,
Idaho,
Massachusetts,
Missouri,
Alaska,
Wyoming,
Kansas,
Kentucky,
Louisiana,
Iowa,
Maryland,
Maine,
Michigan,
Minnesota,
District of Columbia,
Mississippi,
Montana,
Connecticut,
Colorado,
Nebraska,
New Hampshire,
New Jersey,
Arkansas,
Nevada,
New York,
Ohio,
Oklahoma,
Oregon,
Pennsylvania,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Texas,
Utah,
Virginia,
Vermont,
Washington,
Wisconsin,
Alabama,
Indiana,
