Category: All categories

Region,Can’t sleep: (2012)
Ohio,100
Georgia,62
Florida,60
Illinois,53
California,49
New York,22
Hawaii,
Louisiana,
New Mexico,
Nevada,
Kentucky,
Oregon,
Connecticut,
Massachusetts,
Colorado,
Virginia,
Michigan,
Alaska,
Wyoming,
Indiana,
Maryland,
Maine,
Idaho,
Minnesota,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
Iowa,
Delaware,
District of Columbia,
Arizona,
Oklahoma,
Arkansas,
Pennsylvania,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Texas,
Utah,
Alabama,
Vermont,
Washington,
Wisconsin,
West Virginia,
Kansas,
