Category: All categories

Region,breakup: (2021)
District of Columbia,100
California,88
Alaska,83
Rhode Island,81
North Dakota,77
Utah,76
New Hampshire,76
Vermont,75
Maine,75
Illinois,73
Ohio,73
Pennsylvania,72
Connecticut,72
Massachusetts,72
New Jersey,70
North Carolina,70
Hawaii,70
New Mexico,69
Delaware,69
Nevada,68
South Dakota,68
Texas,68
Mississippi,68
Nebraska,67
Virginia,67
Colorado,67
Oregon,67
Oklahoma,66
Montana,66
New York,66
Georgia,66
Arkansas,66
Wisconsin,65
Minnesota,65
South Carolina,64
Kansas,64
Kentucky,64
Missouri,64
Washington,64
Maryland,64
Louisiana,63
Alabama,63
Tennessee,63
Iowa,62
Florida,62
West Virginia,62
Michigan,62
Arizona,61
Idaho,61
Indiana,60
Wyoming,57
