Category: All categories

Region,Can’t sleep: (2017)
Arizona,100
Georgia,76
Illinois,73
California,71
New York,66
North Carolina,66
Texas,58
Pennsylvania,50
Florida,46
West Virginia,
Vermont,
Montana,
Maine,
Nebraska,
Missouri,
Wisconsin,
Alabama,
South Carolina,
Connecticut,
Colorado,
Michigan,
Virginia,
Massachusetts,
Alaska,
Wyoming,
Mississippi,
Maryland,
Louisiana,
North Dakota,
Kentucky,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
Kansas,
Ohio,
Oklahoma,
Oregon,
Indiana,
Rhode Island,
Idaho,
South Dakota,
Tennessee,
Iowa,
Utah,
Hawaii,
Delaware,
Washington,
District of Columbia,
Arkansas,
Minnesota,
