Category: All categories

Region,gay: (2019)
District of Columbia,100
New Mexico,88
Nevada,87
Mississippi,87
Louisiana,85
California,84
Georgia,83
Massachusetts,83
Florida,82
Delaware,82
West Virginia,81
New York,81
Rhode Island,81
Hawaii,80
Texas,79
Kentucky,79
Tennessee,78
Alabama,78
Arizona,78
Arkansas,78
South Carolina,77
Pennsylvania,77
Indiana,76
New Jersey,76
Illinois,76
Maine,75
Oklahoma,74
Connecticut,74
Kansas,73
Ohio,72
Michigan,71
Missouri,71
Oregon,71
Maryland,71
North Carolina,69
New Hampshire,68
Colorado,68
Virginia,67
Vermont,67
Washington,67
Iowa,66
Alaska,65
Utah,65
Minnesota,63
Wisconsin,62
Nebraska,62
Wyoming,59
Idaho,59
South Dakota,56
Montana,53
North Dakota,52
