Category: All categories

Region,Dependent personality disorder: (2004)
Alaska,
North Dakota,
Nebraska,100
Utah,91
Oklahoma,78
South Carolina,35
Ohio,33
Alabama,31
Colorado,20
Illinois,17
Washington,14
New York,14
Texas,14
Maryland,12
California,11
Georgia,8
Florida,8
Virginia,8
New Jersey,7
Arkansas,
Arizona,
Connecticut,
District of Columbia,
Delaware,
Hawaii,
Iowa,
Idaho,
Indiana,
Kansas,
Kentucky,
Louisiana,
Massachusetts,
Maine,
Michigan,
Minnesota,
Missouri,
Mississippi,
Montana,
North Carolina,
New Hampshire,
New Mexico,
Nevada,
Oregon,
Pennsylvania,
Rhode Island,
South Dakota,
Tennessee,
Vermont,
Wisconsin,
West Virginia,
Wyoming,
