Category: All categories

Region,gender dysphoria: (2004)
Montana,100
Alaska,88
Idaho,82
South Carolina,31
District of Columbia,22
Maine,19
Nebraska,16
Alabama,11
Minnesota,11
New Jersey,8
North Carolina,7
Colorado,7
Pennsylvania,6
Missouri,4
Georgia,4
California,3
Massachusetts,3
Michigan,3
Ohio,3
Arkansas,
Arizona,
Connecticut,
Delaware,
Florida,
Hawaii,
Iowa,
Illinois,
Indiana,
Kansas,
Kentucky,
Louisiana,
Maryland,
Mississippi,
North Dakota,
New Hampshire,
New Mexico,
Nevada,
New York,
Oklahoma,
Oregon,
Rhode Island,
South Dakota,
Tennessee,
Texas,
Utah,
Virginia,
Vermont,
Washington,
Wisconsin,
West Virginia,
Wyoming,
