Category: All categories

Region,Paranoid personality: (2005)
Montana,
Kentucky,100
Mississippi,
New Hampshire,
Minnesota,46
Oklahoma,
Indiana,26
Georgia,22
Massachusetts,20
Florida,19
Virginia,19
Wisconsin,19
Missouri,17
Tennessee,15
North Carolina,14
Pennsylvania,14
Ohio,14
Texas,14
Illinois,13
New York,13
California,12
District of Columbia,
Washington,8
New Jersey,7
Michigan,5
Alaska,
Alabama,
Arkansas,
Arizona,
Colorado,
Connecticut,
Delaware,
Hawaii,
Iowa,
Idaho,
Kansas,
Louisiana,
Maryland,
Maine,
North Dakota,
Nebraska,
New Mexico,
Nevada,
Oregon,
Rhode Island,
South Carolina,
South Dakota,
Utah,
Vermont,
West Virginia,
Wyoming,
