Category: All categories

Region,gender identity: (2021)
District of Columbia,100
Vermont,96
Kansas,70
Rhode Island,63
New Hampshire,63
Maryland,63
Alaska,63
Oregon,62
Minnesota,61
Washington,61
Connecticut,60
Nebraska,59
Iowa,59
Maine,58
West Virginia,57
Massachusetts,57
North Dakota,56
Delaware,55
Utah,54
California,54
Virginia,53
Wisconsin,53
South Dakota,53
Colorado,53
Pennsylvania,50
Michigan,50
Hawaii,50
Missouri,50
Ohio,50
North Carolina,50
Illinois,48
New Jersey,47
Arizona,47
Oklahoma,47
New York,46
South Carolina,45
New Mexico,45
Indiana,45
Kentucky,43
Louisiana,43
Idaho,42
Florida,41
Nevada,40
Mississippi,39
Arkansas,39
Alabama,38
Wyoming,38
Tennessee,38
Texas,38
Georgia,37
Montana,26
