Year,State,Dependent_personality_disorder,therapy_near_me,suicidal_friend,Narcissism,gender_identity,Paranoid,no_friends,weed,sad_music,kill_myself,lesbian,self_harm,parents_divorce,tylenol_overdose,exboyfriend,miss_my_ex,anxiety,feeling_alone,noose,disappointment,conversion_therapy,marijuana,Borderline_personality_disorder,drugs,overdose,how_long_does_it_take_to_bleed_out,parents_hate_me,suicide,carbon_monoxide_poisoning,smoking,sin,moving,hate_myself,Divorce,guns,Histrionic_personality,Fitting_in,Narcissistic_personality,kill_yourself,painless_death,hospital_visit,breakup,tylenol,Jesus,single,failed_test,Narcissistic_personality_disorder,mental_health,suicide_attempt,Bullying,exgirlfriend,Antisocial,poisoning,bulemia,angry_father,lonely,antidepressants,guilty,family_stress,bipolar,gay,Histrionic,feeling_sad,illegal_drugs,advil,jumping,failure,Antisocial_personality_disorder,homophobia,drug_policy,how_to die,Suicide_hotline,Borderline_personality,Obsessive_compulsive_personality,Paranoid_personality,self-injury,Paranoid_personality_disorder,worthless,Avoidant_personality_disorder,alcohol,coming_out,Dependent_personality,crazy_ex,child_abuse,firearms,existential_crisis,I_hate_my_parents,hope,Cant_sleep,abuse,trauma,Antisocial_personality,Dependent,Borderline,trans,Histrionic_personality_disorder,academic_stress,Eating_disorder,Obsessive_compulsive,time_to_die,gender_dysphoria,hanging,ptsd,therapy,faith,molestation,Avoidant_personality,Abusive_parents,i_want_to_die,cigarettes,Coping_with_stress,Obsessive_compulsive_personality_disorder,ocd,anorexia,how_to_do_better_in_school,Avoidant,depression,friends_hate me,transphobia,sexual_abuse,im_stupid,Cutting,stress,tie_a_noose,fast_death,queer,School_stress,hell,Suicide Rate
2006,North Carolina,12.0,6.0,0,38.0,37.0,21.0,30.0,55,8.0,20.0,84,0.0,48.0,34.0,26.0,0,79,0.0,16.0,37.0,0,52,48.0,78,52,0,0,59,13.0,67,52.0,85,54.0,78,61,28.0,37.0,23.0,31.0,0.0,0.0,42.0,81.0,80,83,29.0,24.0,68,16.0,30.0,38.0,42.0,74,50.0,0,62,46.0,56.0,14.0,64,79,32.0,4.0,35.0,85.0,68,74,13.0,13.0,52.0,27.0,14.0,56.0,33.0,28.0,0,42.0,59.0,12.0,54,71.0,85.0,10.0,61,44,0.0,100.0,70,0.0,63,55,37.0,71.0,60.0,57,11.0,0,55.0,44.0,27.0,0.0,88,49.0,77,69,47.0,10.0,19.0,26.0,58,12.0,0.0,60.0,53,0,14.0,59,78.0,0,32,0.0,68,67,20.0,6.0,64.0,34.0,68,4.056419933572068
2006,North Dakota,0.0,0,0,65.0,0.0,42.0,38.0,100,100.0,0.0,84,80.0,0.0,0.0,0,0,90,0.0,0.0,0.0,0,71,77.0,84,56,0,0,77,35.0,78,39.0,82,0.0,78,91,0.0,0.0,32.0,0.0,0.0,0.0,58.0,26.0,79,95,0.0,76.0,52,0.0,47.0,0.0,64.0,78,0.0,0,75,59.0,33.0,0.0,74,55,69.0,0.0,0.0,0.0,68,100,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0,0.0,67.0,0.0,100,67.0,0.0,0,100,61,0.0,0.0,44,0.0,100,72,69.0,43.0,87.0,66,95.0,0,90.0,0.0,0.0,76.0,78,84.0,100,63,43.0,0.0,0.0,0.0,71,0.0,0.0,61.0,89,0,0.0,100,0,0,51,0.0,89,100,0.0,0.0,55.0,0.0,87,10.850105788531438
2006,Ohio,25.0,0,0,49.0,18.0,31.0,25.0,56,10.0,18.0,93,13.0,82.0,34.0,0,0,74,10.0,22.0,30.0,0,58,58.0,74,61,100.0,0,69,24.0,100,49.0,81,65.0,70,63,51.0,28.0,23.0,37.0,0.0,25.0,49.0,73.0,80,95,34.0,26.0,52,27.0,46.0,42.0,28.0,75,73.0,0,63,49.0,56.0,41.0,73,82,39.0,16.0,42.0,64.0,66,88,30.0,21.0,62.0,25.0,19.0,63.0,47.0,74.0,0,60.0,38.0,7.0,62,70.0,100.0,13.0,62,41,0.0,0.0,43,0.0,61,58,30.0,68.0,76.0,68,25.0,0,59.0,56.0,34.0,0.0,69,38.0,70,62,37.0,21.0,0.0,37.0,68,20.0,38.0,62.0,59,0,23.0,69,0,0,36,30.0,64,64,25.0,16.0,65.0,32.0,76,5.045086663039878
2006,Oklahoma,0.0,0,0,49.0,38.0,23.0,29.0,60,14.0,29.0,86,24.0,80.0,100.0,73.0,0,66,0.0,30.0,34.0,0,56,59.0,74,72,0,0,73,23.0,74,57.0,71,63.0,100,69,40.0,15.0,18.0,49.0,0.0,0.0,50.0,66.0,91,94,50.0,11.0,63,55.0,37.0,25.0,8.0,72,89.0,0,56,41.0,43.0,0.0,72,72,25.0,18.0,50.0,70.0,61,84,0.0,0.0,75.0,21.0,13.0,59.0,0.0,0.0,0,57.0,42.0,23.0,56,48.0,0.0,0,82,66,0.0,0.0,38,0.0,81,57,51.0,58.0,59.0,73,19.0,0,56.0,59.0,13.0,23.0,77,56.0,71,87,46.0,100.0,0.0,0.0,62,84.0,0.0,63.0,54,0,21.0,58,0,0,47,40.0,67,74,38.0,0.0,56.0,0.0,75,6.077549532028686
2006,Oregon,20.0,0,0,82.0,40.0,42.0,30.0,60,13.0,31.0,72,16.0,42.0,52.0,0,77.0,74,0.0,32.0,75.0,0,83,57.0,71,61,0,0,86,13.0,60,49.0,84,38.0,73,57,42.0,14.0,33.0,24.0,0.0,0.0,33.0,71.0,61,75,45.0,50.0,65,0.0,34.0,24.0,26.0,72,63.0,0,82,39.0,54.0,18.0,62,63,46.0,7.0,46.0,77.0,79,66,17.0,6.0,66.0,20.0,23.0,64.0,0.0,35.0,0,21.0,38.0,20.0,56,50.0,0.0,0,61,48,35.0,0.0,37,0.0,66,65,10.0,55.0,80.0,57,32.0,0,53.0,47.0,0.0,0.0,62,70.0,72,54,25.0,11.0,12.0,24.0,64,83.0,0.0,53.0,58,0,22.0,60,0,0,40,61.0,72,68,24.0,15.0,91.0,28.0,77,4.417679553573401
2006,Pennsylvania,27.0,0,30.0,53.0,27.0,31.0,42.0,57,10.0,33.0,91,16.0,48.0,52.0,39.0,0,76,17.0,29.0,31.0,2.0,68,57.0,81,65,0,0,99,18.0,75,52.0,80,61.0,72,58,35.0,24.0,29.0,39.0,0.0,20.0,52.0,81.0,71,93,35.0,28.0,49,24.0,58.0,28.0,42.0,63,63.0,0,71,47.0,59.0,35.0,66,83,40.0,11.0,41.0,80.0,61,80,36.0,19.0,69.0,29.0,12.0,62.0,100.0,66.0,78.0,93.0,49.0,14.0,64,70.0,65.0,9.0,78,36,0.0,59.0,61,0.0,74,66,38.0,75.0,75.0,66,23.0,0,59.0,55.0,27.0,2.0,69,43.0,80,58,38.0,17.0,5.0,32.0,87,30.0,38.0,73.0,65,0,19.0,67,0,0,40,33.0,60,70,22.0,6.0,80.0,25.0,78,3.531753310449091
2006,South Carolina,27.0,0,0,76.0,37.0,18.0,30.0,61,15.0,0.0,81,43.0,25.0,31.0,0,0,73,68.0,14.0,33.0,0,56,55.0,71,60,0,0,64,21.0,71,50.0,77,0.0,93,60,0.0,29.0,14.0,25.0,0.0,0.0,44.0,73.0,87,89,0.0,16.0,77,100.0,29.0,27.0,28.0,69,91.0,0,58,34.0,60.0,68.0,64,76,27.0,0.0,50.0,56.0,76,75,40.0,0.0,68.0,30.0,0.0,57.0,0.0,0.0,0,63.0,36.0,12.0,55,73.0,0.0,25.0,71,47,0.0,0.0,41,0.0,70,55,28.0,76.0,56.0,63,0.0,0,45.0,53.0,25.0,0.0,74,50.0,69,69,41.0,66.0,24.0,18.0,64,0.0,0.0,54.0,57,0,17.0,64,0,0,42,0.0,69,65,0.0,0.0,60.0,51.0,72,3.8781987059743654
2006,South Dakota,0.0,0,0,0.0,0.0,15.0,0.0,71,24.0,0.0,96,0.0,0.0,0.0,0,0,87,0.0,0.0,0.0,0,83,0.0,80,59,0,0,96,29.0,89,40.0,76,0.0,73,85,87.0,0.0,44.0,78.0,0.0,0.0,100.0,87.0,80,80,0.0,0.0,54,0.0,93.0,0.0,35.0,90,0.0,0,65,25.0,66.0,0.0,72,70,81.0,0.0,100.0,49.0,86,94,0.0,100.0,0.0,39.0,0.0,89.0,0.0,0.0,0,0.0,0.0,0.0,74,76.0,0.0,0,85,66,0.0,0.0,43,0.0,91,57,0.0,63.0,95.0,69,60.0,0,60.0,0.0,0.0,0.0,76,0.0,81,82,61.0,0.0,0.0,0.0,86,0.0,0.0,64.0,100,0,0.0,66,0,0,54,0.0,82,80,0.0,0.0,86.0,0.0,79,13.075199832637441
2006,Tennessee,27.0,14.0,0,52.0,9.0,23.0,25.0,53,12.0,32.0,79,0.0,0.0,22.0,0,0,79,26.0,18.0,26.0,0,57,51.0,77,66,0,0,66,18.0,64,48.0,81,50.0,93,60,37.0,0.0,23.0,18.0,0.0,0.0,53.0,67.0,86,85,25.0,14.0,56,16.0,37.0,45.0,17.0,68,50.0,0,70,49.0,69.0,35.0,74,75,24.0,7.0,51.0,36.0,66,73,21.0,17.0,41.0,26.0,19.0,60.0,0.0,17.0,0,0.0,47.0,0.0,47,60.0,85.0,0,63,53,0.0,0.0,53,0.0,70,66,40.0,60.0,64.0,63,22.0,0,54.0,34.0,20.0,0.0,74,37.0,74,79,36.0,22.0,0.0,19.0,57,43.0,0.0,52.0,56,100.0,19.0,68,0,0,53,0.0,64,72,0.0,0.0,75.0,0.0,76,4.404022658101438
2006,Texas,9.0,0,0,49.0,11.0,23.0,28.0,56,11.0,22.0,81,4.0,55.0,45.0,26.0,0,53,13.0,18.0,24.0,0,55,41.0,70,55,0,0,65,15.0,60,65.0,100,43.0,96,57,26.0,18.0,20.0,22.0,100.0,4.0,45.0,73.0,81,97,40.0,22.0,34,22.0,27.0,32.0,31.0,59,53.0,0,64,41.0,63.0,20.0,56,81,30.0,9.0,46.0,60.0,64,86,23.0,9.0,55.0,24.0,12.0,47.0,47.0,41.0,36.0,48.0,35.0,9.0,48,62.0,25.0,8.0,51,43,0.0,19.0,36,0.0,67,49,23.0,69.0,51.0,80,8.0,15.0,39.0,33.0,20.0,1.0,64,38.0,68,62,39.0,17.0,10.0,29.0,53,29.0,52.0,49.0,47,0,14.0,55,0,1.0,35,35.0,66,65,16.0,13.0,57.0,19.0,72,4.290649133148658
2006,Utah,45.0,0,0,87.0,14.0,10.0,27.0,41,5.0,18.0,73,0.0,42.0,95.0,0,0,69,46.0,21.0,25.0,0,47,57.0,69,60,0,0,67,37.0,49,56.0,82,15.0,81,73,32.0,18.0,32.0,17.0,0.0,0.0,33.0,66.0,88,92,14.0,46.0,59,20.0,32.0,28.0,26.0,58,100.0,0,61,50.0,42.0,66.0,61,64,16.0,0.0,39.0,38.0,94,65,26.0,20.0,32.0,20.0,13.0,67.0,0.0,53.0,0,36.0,26.0,0.0,47,74.0,0.0,0,59,51,0.0,0.0,32,0.0,69,47,14.0,67.0,76.0,62,16.0,0,67.0,29.0,0.0,20.0,68,42.0,76,61,35.0,33.0,36.0,17.0,37,33.0,0.0,57.0,73,0,9.0,64,0,0,48,0.0,68,66,64.0,0.0,61.0,25.0,68,5.782853838369236
2006,Virginia,5.0,4.0,0,53.0,14.0,20.0,34.0,51,8.0,19.0,78,0.0,34.0,40.0,26.0,0,70,23.0,13.0,12.0,0,50,42.0,61,54,0,0,58,19.0,67,52.0,95,47.0,83,55,31.0,27.0,34.0,23.0,0.0,11.0,46.0,67.0,68,91,28.0,32.0,55,24.0,33.0,35.0,43.0,63,67.0,0,67,39.0,62.0,18.0,60,75,20.0,7.0,36.0,60.0,60,83,40.0,18.0,79.0,23.0,13.0,50.0,47.0,15.0,26.0,27.0,41.0,0.0,60,60.0,30.0,10.0,49,45,0.0,35.0,41,0.0,57,56,34.0,87.0,56.0,60,22.0,0,46.0,40.0,12.0,3.0,65,58.0,63,59,31.0,8.0,12.0,19.0,55,30.0,38.0,55.0,46,0,10.0,54,0,0,32,42.0,62,62,11.0,5.0,71.0,26.0,62,3.579968006391185
2006,Washington,30.0,5.0,30.0,65.0,25.0,27.0,29.0,53,7.0,28.0,82,26.0,27.0,29.0,0,0,67,13.0,19.0,100.0,0,59,50.0,72,55,0,0,70,26.0,63,51.0,84,49.0,69,61,51.0,17.0,34.0,18.0,0.0,0.0,42.0,68.0,65,91,41.0,44.0,66,28.0,39.0,25.0,34.0,66,35.0,0,83,48.0,59.0,8.0,60,78,22.0,7.0,32.0,54.0,66,71,25.0,23.0,55.0,19.0,12.0,53.0,38.0,25.0,0,57.0,39.0,24.0,61,50.0,30.0,0,47,41,5.0,0.0,33,0.0,51,53,32.0,61.0,71.0,51,33.0,0,53.0,51.0,21.0,6.0,66,63.0,76,50,53.0,22.0,0.0,28.0,57,41.0,42.0,46.0,53,0,23.0,55,0,0,37,30.0,66,56,12.0,6.0,91.0,29.0,66,5.149307530078673
2006,West Virginia,0.0,0,0,0.0,99.0,16.0,0.0,81,0.0,0.0,97,100.0,0.0,0.0,0,0,79,0.0,84.0,61.0,27.0,93,42.0,96,58,0,0,75,0.0,97,49.0,74,0.0,84,83,0.0,0.0,41.0,23.0,0.0,0.0,50.0,71.0,87,91,65.0,0.0,54,0.0,67.0,100.0,59.0,76,0.0,0,79,37.0,100.0,0.0,100,90,0.0,0.0,81.0,41.0,68,86,0.0,0.0,0.0,15.0,0.0,47.0,0.0,0.0,0,0.0,38.0,0.0,62,100.0,0.0,0,90,66,0.0,0.0,56,0.0,87,100,0.0,62.0,54.0,73,0.0,0,80.0,59.0,0.0,0.0,69,20.0,89,79,74.0,0.0,0.0,100.0,67,0.0,0.0,60.0,79,0,0.0,79,0,0,78,0.0,74,79,0.0,0.0,88.0,0.0,88,5.594405594405594
2006,Wisconsin,23.0,0,100.0,54.0,20.0,29.0,26.0,59,15.0,30.0,84,39.0,42.0,20.0,0,100.0,76,0.0,16.0,17.0,0,69,49.0,69,60,0,0,72,19.0,67,48.0,74,56.0,74,56,28.0,14.0,20.0,54.0,0.0,25.0,55.0,70.0,58,77,31.0,18.0,61,6.0,59.0,20.0,36.0,73,58.0,0,72,53.0,43.0,43.0,70,74,36.0,9.0,43.0,48.0,71,82,23.0,19.0,50.0,32.0,0.0,54.0,0.0,46.0,0,39.0,19.0,7.0,59,57.0,55.0,0,57,37,0.0,0.0,39,0.0,68,62,50.0,63.0,67.0,71,16.0,0,65.0,66.0,51.0,16.0,72,43.0,72,60,26.0,16.0,0.0,27.0,73,61.0,100.0,65.0,59,0,8.0,67,0,16.0,47,78.0,85,75,50.0,0.0,81.0,31.0,78,4.981959080679091
2007,Alabama,45.0,0,0,45.0,35.0,49.0,47.0,55,18.0,0.0,75,8.0,0.0,29.0,100.0,0,82,0.0,43.0,20.0,6,49,80.0,87,81,0,0,71,0.0,77,58.0,69,9.0,94,67,21.0,46.0,32.0,60.0,0.0,0.0,64.0,83.0,91,83,54.0,54.0,53,12.0,31.0,76.0,34.0,69,16.0,0,53,45.0,75.0,96.0,80,82,32.0,0.0,47.0,46.0,71,91,0.0,0.0,71.0,52.0,57.0,73.0,0.0,0.0,0,0.0,100.0,42.0,57,79.0,0.0,0,54,55,0.0,0.0,44,0.0,69,51,15.0,70.0,75.0,56,0.0,0,56.0,66.0,14.0,0.0,82,27.0,68,99,61.0,52.0,37.0,25.0,56,0.0,0.0,80.0,54,0,15.0,69,0,0,68,0.0,75,82,0.0,48.0,42.0,41.0,69,3.0225817079400197
2007,Alaska,0.0,0,0,68.0,0.0,13.0,47.0,69,0.0,0.0,79,0.0,0.0,0.0,0,0,66,0.0,22.0,25.0,0,79,86.0,77,90,0,0,82,14.0,78,45.0,81,0.0,82,99,0.0,0.0,36.0,37.0,0.0,0.0,68.0,74.0,73,88,0.0,76.0,90,0.0,44.0,0.0,0.0,74,0.0,0,80,61.0,90.0,0.0,69,68,0.0,0.0,0.0,34.0,68,84,0.0,0.0,0.0,47.0,0.0,90.0,0.0,0.0,0,0.0,0.0,0.0,77,62.0,0.0,0,51,87,0.0,0.0,50,0.0,80,67,0.0,54.0,71.0,47,0.0,0,28.0,0.0,0.0,100.0,82,56.0,70,65,46.0,0.0,0.0,0.0,49,0.0,0.0,60.0,71,0,0.0,61,0,0,63,0.0,75,76,0.0,0.0,33.0,0.0,73,14.098274371216963
2007,Arizona,9.0,0,0,40.0,10.0,59.0,54.0,55,27.0,9.0,79,2.0,33.0,24.0,54.0,25.0,72,15.0,36.0,28.0,0,50,58.0,63,78,0,0,66,14.0,68,66.0,92,20.0,87,77,12.0,30.0,18.0,49.0,0.0,21.0,46.0,82.0,72,74,70.0,42.0,29,40.0,31.0,47.0,52.0,58,50.0,0,63,38.0,74.0,18.0,56,80,30.0,0.0,42.0,52.0,76,74,22.0,17.0,42.0,50.0,26.0,58.0,0.0,76.0,0,28.0,42.0,30.0,59,64.0,0.0,7.0,50,44,0.0,0.0,30,0.0,55,56,35.0,63.0,68.0,58,19.0,0,53.0,55.0,32.0,0.0,72,38.0,76,59,68.0,18.0,0.0,25.0,66,26.0,42.0,63.0,51,0,15.0,50,36.0,17,53,29.0,62,66,8.0,0.0,47.0,35.0,59,4.9581654787728535
2007,Arkansas,0.0,0,0,30.0,0.0,55.0,34.0,73,0.0,20.0,86,12.0,0.0,0.0,0,0,78,33.0,38.0,0.0,0,66,66.0,91,87,0,0,70,13.0,83,69.0,75,0.0,92,85,0.0,17.0,26.0,100.0,0.0,72.0,62.0,81.0,100,100,90.0,36.0,42,56.0,52.0,0.0,76.0,70,0.0,0,60,29.0,70.0,0.0,77,74,37.0,0.0,91.0,54.0,64,80,13.0,36.0,90.0,55.0,0.0,61.0,0.0,0.0,0,32.0,47.0,36.0,58,70.0,0.0,0,83,63,23.0,0.0,58,0.0,81,44,20.0,60.0,56.0,69,0.0,0,44.0,82.0,31.0,0.0,91,32.0,77,81,88.0,38.0,0.0,44.0,64,0.0,0.0,60.0,67,0,46.0,68,0,0,66,100.0,74,78,30.0,88.0,60.0,71.0,79,4.536153140530025
2007,California,11.0,0,12.0,38.0,16.0,65.0,60.0,56,27.0,10.0,73,3.0,33.0,18.0,20.0,12.0,63,8.0,32.0,27.0,1,71,53.0,84,57,0,1,74,11.0,59,89.0,85,24.0,67,55,9.0,25.0,22.0,53.0,50.0,16.0,50.0,57.0,70,86,65.0,47.0,36,48.0,18.0,39.0,37.0,57,45.0,37.0,71,27.0,80.0,25.0,52,84,24.0,49.0,32.0,49.0,68,76,16.0,44.0,40.0,40.0,28.0,57.0,35.0,40.0,35.0,17.0,45.0,21.0,62,55.0,30.0,5.0,41,21,4.0,17.0,40,0.0,55,44,23.0,58.0,60.0,73,11.0,0,53.0,48.0,25.0,3.0,59,33.0,65,53,67.0,29.0,16.0,24.0,46,14.0,35.0,49.0,50,33.0,13.0,52,18.0,0,36,26.0,54,66,5.0,17.0,66.0,24.0,61,2.5022767065070517
2007,Colorado,30.0,0,0,46.0,30.0,55.0,39.0,58,37.0,8.0,83,4.0,29.0,46.0,12.0,0,70,0.0,32.0,16.0,0,63,74.0,58,80,0,0,68,24.0,62,55.0,99,15.0,84,62,14.0,32.0,33.0,55.0,0.0,13.0,49.0,76.0,68,96,72.0,84.0,59,48.0,22.0,55.0,46.0,68,30.0,0,76,40.0,75.0,33.0,72,72,41.0,0.0,42.0,55.0,84,76,13.0,30.0,30.0,48.0,24.0,68.0,64.0,76.0,0,39.0,54.0,25.0,70,52.0,65.0,11.0,51,49,0.0,0.0,34,0.0,52,61,21.0,65.0,65.0,66,15.0,0,67.0,57.0,16.0,0.0,82,46.0,74,65,42.0,36.0,36.0,24.0,51,15.0,28.0,60.0,55,0,15.0,54,0,0,60,19.0,71,70,11.0,48.0,54.0,40.0,59,6.054771462651142
2007,Connecticut,69.0,0,0,48.0,21.0,64.0,49.0,70,22.0,19.0,89,12.0,56.0,40.0,91.0,0,95,14.0,41.0,19.0,4,65,70.0,70,83,0,0,70,19.0,70,59.0,80,36.0,67,53,13.0,27.0,25.0,59.0,0.0,16.0,78.0,88.0,52,74,61.0,47.0,41,32.0,52.0,50.0,57.0,65,51.0,0,76,44.0,95.0,33.0,78,77,19.0,99.0,40.0,84.0,71,78,17.0,36.0,75.0,49.0,10.0,72.0,0.0,100.0,0,45.0,37.0,38.0,64,78.0,90.0,13.0,41,29,0.0,0.0,39,0.0,58,57,32.0,79.0,73.0,59,8.0,0,91.0,50.0,29.0,3.0,77,40.0,79,59,53.0,13.0,28.0,39.0,75,21.0,0.0,70.0,75,0,18.0,65,0,0,49,34.0,65,76,10.0,0.0,67.0,25.0,73,3.402906081793852
2007,Florida,16.0,0,25.0,29.0,16.0,55.0,66.0,70,20.0,10.0,88,5.0,37.0,38.0,37.0,4.0,65,11.0,36.0,25.0,3,62,52.0,78,72,0,0,66,11.0,67,86.0,92,21.0,86,65,9.0,36.0,23.0,55.0,50.0,10.0,58.0,78.0,82,88,80.0,41.0,35,56.0,26.0,60.0,53.0,59,35.0,50.0,53,33.0,87.0,14.0,55,97,29.0,75.0,43.0,53.0,62,76,23.0,25.0,40.0,54.0,27.0,51.0,17.0,56.0,57.0,23.0,70.0,21.0,59,74.0,25.0,7.0,46,34,5.0,25.0,32,0.0,59,55,27.0,60.0,55.0,62,15.0,33.0,51.0,52.0,24.0,3.0,73,33.0,74,72,61.0,29.0,4.0,23.0,47,25.0,28.0,55.0,53,0,18.0,48,27.0,0,44,29.0,76,67,4.0,5.0,56.0,26.0,65,3.2395381848993767
2007,Georgia,21.0,0,0,38.0,20.0,47.0,47.0,57,21.0,11.0,82,3.0,43.0,31.0,33.0,0,64,13.0,51.0,29.0,0,49,55.0,73,66,0,0,62,14.0,65,53.0,88,26.0,100,63,9.0,23.0,29.0,59.0,0.0,13.0,61.0,72.0,86,83,50.0,60.0,34,57.0,28.0,44.0,29.0,57,38.0,0,55,33.0,79.0,20.0,63,82,21.0,53.0,57.0,49.0,70,75,16.0,26.0,39.0,48.0,19.0,54.0,23.0,52.0,0,23.0,37.0,23.0,57,65.0,70.0,11.0,48,39,0.0,0.0,58,100.0,51,46,21.0,69.0,54.0,55,10.0,0,52.0,63.0,21.0,4.0,69,28.0,63,86,100.0,38.0,9.0,25.0,49,15.0,28.0,49.0,47,0,13.0,55,0,4,45,9.0,54,66,0.0,11.0,50.0,28.0,59,2.333764836727624
2007,Idaho,0.0,0,0,68.0,17.0,64.0,31.0,69,50.0,0.0,88,0.0,74.0,0.0,0,0,69,0.0,45.0,0.0,0,66,84.0,73,75,0,0,81,22.0,71,53.0,76,72.0,86,94,0.0,75.0,38.0,68.0,0.0,0.0,54.0,64.0,88,87,56.0,79.0,51,0.0,43.0,0.0,55.0,71,0.0,0,61,30.0,67.0,0.0,78,59,47.0,0.0,90.0,48.0,84,75,76.0,89.0,72.0,65.0,0.0,67.0,0.0,0.0,0,0.0,31.0,0.0,69,74.0,0.0,0,59,74,0.0,0.0,37,0.0,73,47,38.0,53.0,70.0,70,21.0,0,75.0,73.0,27.0,0.0,89,49.0,78,74,54.0,50.0,0.0,23.0,38,0.0,0.0,68.0,77,0,0.0,68,0,0,58,0.0,87,70,0.0,68.0,38.0,0.0,69,9.635852378741559
2007,Illinois,11.0,0,12.0,35.0,20.0,57.0,50.0,59,20.0,10.0,82,3.0,50.0,27.0,37.0,0,72,6.0,34.0,31.0,3,56,63.0,69,70,0,100,75,19.0,95,58.0,82,28.0,82,52,11.0,30.0,27.0,51.0,100.0,13.0,62.0,76.0,74,84,74.0,50.0,37,42.0,37.0,55.0,50.0,59,50.0,75.0,57,36.0,80.0,33.0,60,82,27.0,47.0,39.0,57.0,63,72,18.0,29.0,46.0,51.0,26.0,60.0,11.0,40.0,92.0,17.0,53.0,32.0,61,66.0,45.0,9.0,47,24,4.0,43.0,38,62.0,58,50,27.0,67.0,62.0,71,15.0,100.0,59.0,68.0,21.0,4.0,71,33.0,71,70,61.0,50.0,15.0,30.0,66,12.0,64.0,64.0,59,0,21.0,65,27.0,0,60,34.0,63,73,4.0,17.0,59.0,30.0,69,3.8235340706927756
2007,Indiana,21.0,0,0,34.0,24.0,63.0,39.0,60,35.0,26.0,88,0.0,86.0,27.0,66.0,0,75,10.0,45.0,23.0,13,66,95.0,77,82,0,0,80,13.0,84,58.0,78,38.0,81,64,16.0,27.0,28.0,60.0,0.0,40.0,59.0,92.0,92,76,70.0,45.0,45,51.0,61.0,66.0,69.0,71,64.0,0,62,47.0,76.0,24.0,85,80,32.0,0.0,57.0,64.0,73,93,43.0,60.0,57.0,59.0,26.0,93.0,0.0,56.0,0,43.0,52.0,84.0,76,76.0,100.0,10.0,79,43,0.0,0.0,40,0.0,74,50,53.0,82.0,82.0,73,0.0,0,72.0,69.0,60.0,0.0,84,32.0,67,80,91.0,38.0,29.0,40.0,73,23.0,50.0,69.0,78,0,18.0,71,90.0,0,65,39.0,64,95,0.0,68.0,59.0,37.0,72,4.53262681912121
2007,Iowa,45.0,0,0,47.0,29.0,66.0,64.0,64,34.0,7.0,76,13.0,68.0,90.0,0,100.0,89,0.0,49.0,27.0,0,60,85.0,81,88,0,0,70,26.0,93,53.0,68,22.0,75,69,17.0,36.0,29.0,62.0,0.0,0.0,62.0,98.0,75,78,96.0,46.0,59,65.0,90.0,63.0,71.0,76,63.0,0,68,43.0,64.0,35.0,78,70,28.0,0.0,56.0,30.0,73,82,69.0,57.0,56.0,39.0,48.0,75.0,0.0,0.0,0,0.0,29.0,23.0,75,75.0,0.0,0,100,39,34.0,0.0,51,0.0,100,50,51.0,97.0,82.0,64,0.0,0,91.0,52.0,45.0,0.0,83,31.0,76,91,45.0,0.0,0.0,11.0,86,100.0,0.0,87.0,94,0,24.0,80,0,0,100,0.0,74,81,0.0,0.0,63.0,30.0,71,5.674080798910577
2007,Kansas,64.0,8.0,0,40.0,23.0,67.0,45.0,67,11.0,9.0,83,12.0,29.0,0.0,0,0,80,0.0,50.0,11.0,0,55,61.0,79,76,0,0,80,14.0,84,63.0,81,46.0,86,72,0.0,16.0,33.0,76.0,0.0,0.0,65.0,92.0,78,84,100.0,46.0,66,0.0,51.0,79.0,44.0,73,100.0,0,69,38.0,72.0,0.0,82,77,33.0,0.0,66.0,50.0,79,85,13.0,0.0,43.0,52.0,27.0,56.0,0.0,0.0,0,0.0,61.0,17.0,62,56.0,0.0,20.0,64,53,27.0,0.0,42,0.0,62,61,35.0,52.0,45.0,79,0.0,0,58.0,75.0,14.0,0.0,82,40.0,68,82,64.0,34.0,0.0,29.0,55,19.0,0.0,71.0,58,0,0.0,68,0,0,49,0.0,75,78,0.0,62.0,48.0,31.0,93,6.448636609406081
2007,Kentucky,23.0,0,0,46.0,10.0,78.0,62.0,68,27.0,0.0,100,10.0,62.0,53.0,0,0,85,7.0,46.0,35.0,0,68,57.0,82,95,0,0,83,21.0,89,63.0,74,17.0,80,72,4.0,23.0,32.0,64.0,0.0,45.0,82.0,92.0,91,78,92.0,100.0,40,32.0,60.0,100.0,51.0,76,54.0,0,64,54.0,71.0,37.0,83,84,25.0,0.0,50.0,30.0,77,86,30.0,45.0,65.0,55.0,19.0,59.0,0.0,84.0,0,30.0,51.0,55.0,71,94.0,0.0,32.0,70,51,0.0,0.0,37,0.0,78,52,60.0,74.0,47.0,67,15.0,0,68.0,82.0,31.0,7.0,90,54.0,69,77,76.0,34.0,0.0,31.0,80,40.0,0.0,70.0,73,0,24.0,67,0,0,77,29.0,71,89,0.0,31.0,64.0,37.0,85,6.396536880357099
