Year,State,Dependent_personality_disorder,therapy_near_me,suicidal_friend,Narcissism,gender_identity,Paranoid,no_friends,weed,sad_music,kill_myself,lesbian,self_harm,parents_divorce,tylenol_overdose,exboyfriend,miss_my_ex,anxiety,feeling_alone,noose,disappointment,conversion_therapy,marijuana,Borderline_personality_disorder,drugs,overdose,how_long_does_it_take_to_bleed_out,parents_hate_me,suicide,carbon_monoxide_poisoning,smoking,sin,moving,hate_myself,Divorce,guns,Histrionic_personality,Fitting_in,Narcissistic_personality,kill_yourself,painless_death,hospital_visit,breakup,tylenol,Jesus,single,failed_test,Narcissistic_personality_disorder,mental_health,suicide_attempt,Bullying,exgirlfriend,Antisocial,poisoning,bulemia,angry_father,lonely,antidepressants,guilty,family_stress,bipolar,gay,Histrionic,feeling_sad,illegal_drugs,advil,jumping,failure,Antisocial_personality_disorder,homophobia,drug_policy,how_to die,Suicide_hotline,Borderline_personality,Obsessive_compulsive_personality,Paranoid_personality,self-injury,Paranoid_personality_disorder,worthless,Avoidant_personality_disorder,alcohol,coming_out,Dependent_personality,crazy_ex,child_abuse,firearms,existential_crisis,I_hate_my_parents,hope,Cant_sleep,abuse,trauma,Antisocial_personality,Dependent,Borderline,trans,Histrionic_personality_disorder,academic_stress,Eating_disorder,Obsessive_compulsive,time_to_die,gender_dysphoria,hanging,ptsd,therapy,faith,molestation,Avoidant_personality,Abusive_parents,i_want_to_die,cigarettes,Coping_with_stress,Obsessive_compulsive_personality_disorder,ocd,anorexia,how_to_do_better_in_school,Avoidant,depression,friends_hate me,transphobia,sexual_abuse,im_stupid,Cutting,stress,tie_a_noose,fast_death,queer,School_stress,hell,Suicide Rate
2014,South Carolina,58.0,22.0,0,48.0,25.0,72.0,90.0,85,53.0,44.0,87,57.0,56.0,72.0,83.0,61.0,79,73.0,47.0,29.0,21.0,32,71.0,44,68,0,0,77,42.0,86,68.0,92,74.0,89,68,52.0,65.0,63.0,65.0,0.0,70.0,76.0,74.0,81,89,88.0,49.0,63,66.0,74.0,75.0,68.0,65,47.0,0,82,75.0,86.0,44.0,75,91,57.0,50.0,34.0,54.0,75,81,54.0,50.0,38.0,79.0,44.0,68.0,0.0,68.0,0,50.0,73.0,76.0,83,82.0,73.0,33.0,65,48,44.0,0.0,45,0.0,73,60,50.0,80.0,65.0,67,59.0,0,59.0,54.0,59.0,27.0,75,63.0,78,82,50.0,81.0,32.0,49.0,76,64.0,0.0,67.0,60,0,57.0,88,0,42.0,46,63.0,70,78,41.0,84.0,43.0,52.0,87,6.338484842082338
2014,South Dakota,0.0,0,0,63.0,47.0,43.0,65.0,62,90.0,40.0,61,77.0,0.0,0.0,0,0,78,0.0,45.0,28.0,0,37,94.0,46,84,0,0,87,56.0,94,52.0,91,0.0,73,72,100.0,50.0,64.0,62.0,0.0,0.0,76.0,100.0,55,79,0.0,53.0,56,0.0,92.0,0.0,89.0,77,0.0,0,84,98.0,80.0,0.0,89,59,87.0,0.0,100.0,48.0,84,84,100.0,44.0,0.0,82.0,53.0,89.0,0.0,0.0,0,0.0,70.0,0.0,87,86.0,0.0,75.0,93,64,0.0,0.0,31,0.0,91,77,100.0,97.0,79.0,73,63.0,0,68.0,0.0,55.0,25.0,77,71.0,77,93,62.0,0.0,0.0,15.0,68,0.0,0.0,89.0,100,0,67.0,96,0,0,58,0.0,95,90,0.0,0.0,49.0,0.0,82,9.68054211035818
2014,Tennessee,64.0,20.0,0,35.0,30.0,64.0,73.0,81,50.0,60.0,83,60.0,74.0,77.0,58.0,66.0,84,46.0,58.0,29.0,39.0,36,71.0,56,76,0,0,79,51.0,89,62.0,87,74.0,100,76,50.0,70.0,65.0,70.0,0.0,79.0,87.0,85.0,87,90,98.0,57.0,59,81.0,53.0,75.0,62.0,78,41.0,0,85,81.0,73.0,51.0,84,83,67.0,47.0,37.0,52.0,76,100,51.0,51.0,40.0,72.0,57.0,67.0,0.0,62.0,0,45.0,63.0,47.0,83,87.0,80.0,63.0,63,70,55.0,0.0,49,0.0,74,67,49.0,66.0,65.0,79,57.0,0,54.0,72.0,59.0,35.0,74,61.0,83,95,54.0,85.0,85.0,50.0,92,46.0,0.0,73.0,64,25.0,60.0,83,0,10.0,50,68.0,78,82,33.0,68.0,49.0,47.0,91,6.177694246903431
2014,Texas,35.0,23.0,71.0,36.0,27.0,60.0,68.0,85,54.0,46.0,76,48.0,61.0,59.0,75.0,76.0,69,68.0,50.0,31.0,21.0,34,49.0,40,68,100,66.0,76,30.0,75,98.0,85,72.0,86,67,45.0,59.0,40.0,56.0,75.0,62.0,79.0,81.0,77,83,81.0,37.0,32,69.0,72.0,62.0,63.0,64,29.0,50.0,86,55.0,82.0,33.0,73,86,55.0,58.0,32.0,59.0,86,80,43.0,41.0,39.0,63.0,50.0,48.0,54.0,68.0,50,50.0,53.0,41.0,85,87.0,53.0,51.0,56,61,51.0,68.0,33,0.0,63,52,42.0,80.0,54.0,77,44.0,33.0,36.0,51.0,49.0,22.0,65,50.0,67,78,47.0,55.0,59.0,43.0,76,30.0,54.0,66.0,61,75.0,42.0,76,50.0,15.0,33,68.0,72,78,37.0,72.0,46.0,48.0,81,5.647288338991317
2014,Utah,47.0,44.0,0,100.0,44.0,44.0,64.0,62,66.0,58.0,74,70.0,87.0,68.0,0,0,81,51.0,55.0,34.0,47.0,31,96.0,37,77,0,0,87,92.0,60,62.0,91,50.0,91,92,79.0,72.0,58.0,67.0,0.0,95.0,78.0,83.0,72,89,85.0,54.0,58,72.0,67.0,67.0,68.0,80,52.0,0,71,86.0,60.0,55.0,74,79,92.0,38.0,37.0,40.0,95,78,63.0,41.0,33.0,80.0,80.0,91.0,0.0,93.0,0,54.0,69.0,100.0,71,84.0,0.0,27.0,59,48,62.0,0.0,29,0.0,74,61,57.0,74.0,78.0,64,79.0,0,64.0,68.0,69.0,35.0,76,58.0,91,81,36.0,92.0,79.0,63.0,52,44.0,0.0,100.0,82,0,73.0,97,0,26.0,63,81.0,83,78,100.0,60.0,62.0,88.0,96,13.036740478448376
2014,Vermont,0.0,29.0,0,41.0,100.0,51.0,45.0,66,56.0,0.0,61,63.0,0.0,0.0,0,0,91,0.0,90.0,36.0,0,47,90.0,63,76,0,0,95,68.0,94,48.0,84,0.0,60,63,35.0,71.0,81.0,55.0,0.0,0.0,78.0,77.0,38,100,0.0,67.0,93,0.0,72.0,62.0,76.0,78,0.0,0,99,81.0,87.0,0.0,82,70,75.0,0.0,0.0,95.0,99,79,48.0,100.0,0.0,66.0,64.0,85.0,0.0,0.0,0,0.0,79.0,0.0,82,74.0,0.0,0,84,60,0.0,0.0,31,0.0,100,97,0.0,80.0,88.0,76,63.0,0,100.0,0.0,42.0,100.0,73,94.0,86,42,56.0,0.0,0.0,0.0,76,0.0,0.0,94.0,89,0,67.0,100,0,52.0,72,0.0,96,85,0.0,0.0,100.0,0.0,79,13.843269025056316
2014,Virginia,23.0,23.0,42.0,31.0,28.0,52.0,65.0,64,64.0,40.0,70,38.0,38.0,36.0,75.0,66.0,56,89.0,37.0,27.0,13.0,24,51.0,34,58,0,0,65,30.0,63,94.0,74,62.0,66,51,41.0,57.0,44.0,46.0,0.0,54.0,100.0,57.0,63,74,64.0,37.0,38,57.0,50.0,48.0,54.0,55,17.0,0,78,51.0,71.0,29.0,66,87,47.0,100.0,27.0,46.0,60,67,38.0,43.0,35.0,47.0,42.0,49.0,36.0,56.0,1,40.0,43.0,32.0,66,62.0,40.0,30.0,43,37,44.0,86.0,30,0.0,62,50,38.0,66.0,46.0,69,38.0,0,43.0,45.0,35.0,25.0,52,42.0,61,58,40.0,48.0,66.0,49.0,54,39.0,27.0,62.0,51,75.0,39.0,64,50.0,21.0,33,72.0,63,65,29.0,52.0,41.0,42.0,67,6.2303178594893405
2014,Washington,47.0,31.0,71.0,83.0,38.0,54.0,66.0,93,58.0,53.0,66,56.0,56.0,68.0,50.0,76.0,80,50.0,61.0,100.0,30.0,72,79.0,46,73,0,0,86,41.0,89,70.0,93,80.0,89,67,64.0,65.0,69.0,67.0,0.0,75.0,77.0,82.0,56,83,80.0,59.0,67,81.0,47.0,60.0,70.0,74,29.0,0,81,73.0,70.0,37.0,80,74,80.0,48.0,30.0,53.0,80,82,54.0,50.0,46.0,60.0,58.0,75.0,72.0,50.0,0,31.0,56.0,55.0,94,71.0,46.0,42.0,48,50,65.0,65.0,34,0.0,65,58,57.0,61.0,71.0,68,65.0,33.0,55.0,60.0,55.0,45.0,68,62.0,87,59,69.0,77.0,82.0,53.0,75,38.0,63.0,66.0,62,25.0,62.0,79,16.0,42.0,40,77.0,86,76,50.0,56.0,75.0,67.0,77,6.034047969542859
2014,West Virginia,58.0,0,0,35.0,27.0,72.0,69.0,92,48.0,100.0,92,90.0,0.0,0.0,0,0,88,67.0,69.0,22.0,26.0,37,71.0,48,100,0,0,80,86.0,97,63.0,69,82.0,70,87,64.0,65.0,59.0,100.0,0.0,87.0,90.0,92.0,71,92,76.0,49.0,46,27.0,97.0,69.0,80.0,93,0.0,0,86,100.0,87.0,25.0,100,97,77.0,0.0,43.0,58.0,74,89,58.0,56.0,67.0,83.0,68.0,65.0,0.0,0.0,0,100.0,55.0,67.0,86,100.0,0.0,30.0,93,70,27.0,0.0,46,0.0,94,85,60.0,75.0,66.0,100,75.0,0,65.0,77.0,100.0,47.0,74,76.0,87,66,52.0,70.0,0.0,62.0,100,0.0,0.0,77.0,81,0,64.0,92,0,26.0,81,0.0,79,85,95.0,0.0,69.0,43.0,88,9.152522206307003
2014,Wisconsin,41.0,31.0,100.0,36.0,36.0,47.0,71.0,70,72.0,55.0,71,76.0,76.0,59.0,41.0,57.0,84,68.0,62.0,26.0,21.0,37,71.0,42,72,0,0,76,65.0,86,55.0,86,79.0,75,70,62.0,69.0,58.0,58.0,0.0,50.0,74.0,77.0,52,82,68.0,51.0,68,72.0,74.0,62.0,78.0,73,23.0,0,79,75.0,66.0,66.0,84,72,65.0,60.0,41.0,51.0,81,91,66.0,62.0,45.0,69.0,52.0,70.0,0.0,81.0,0,59.0,61.0,50.0,88,83.0,46.0,30.0,67,44,55.0,0.0,35,0.0,78,61,66.0,69.0,67.0,79,61.0,0,66.0,62.0,57.0,47.0,73,57.0,81,66,37.0,66.0,67.0,48.0,75,81.0,54.0,77.0,70,0,50.0,89,66.0,31.0,44,63.0,88,86,45.0,72.0,53.0,74.0,75,7.429045977834911
2014,Wyoming,0.0,0,0,44.0,28.0,44.0,53.0,77,0.0,0.0,72,82.0,0.0,0.0,0,0,87,0.0,58.0,54.0,0,50,88.0,46,80,0,0,90,100.0,90,53.0,91,0.0,68,100,47.0,0.0,14.0,72.0,0.0,0.0,76.0,80.0,50,83,0.0,40.0,65,0.0,98.0,0.0,49.0,100,0.0,0,88,79.0,82.0,0.0,84,74,60.0,0.0,0.0,40.0,93,86,0.0,0.0,0.0,75.0,46.0,93.0,0.0,0.0,0,0.0,50.0,0.0,85,86.0,0.0,0,67,100,0.0,0.0,27,0.0,83,79,0.0,68.0,87.0,76,34.0,0,52.0,0.0,91.0,62.0,81,54.0,87,65,56.0,0.0,0.0,0.0,75,0.0,0.0,65.0,78,0,42.0,94,0,0,54,0.0,100,83,0.0,0.0,53.0,0.0,90,16.064687140217945
2015,Alabama,17.0,30.0,0,50.0,50.0,88.0,67.0,78,47.0,67.0,86,56.0,74.0,61.0,66.0,70.0,76,33.0,36.0,32.0,30.0,32,56.0,62,64,0,0,75,39.0,83,57.0,79,55.0,100,75,70.0,61.0,61.0,72.0,0.0,55.0,69.0,70.0,91,89,60.0,62.0,63,86.0,71.0,65.0,73.0,80,63.0,50.0,80,74.0,85.0,41.0,81,86,55.0,0.0,91.0,53.0,69,91,52.0,54.0,67.0,95.0,73.0,60.0,0.0,71.0,0,54.0,87.0,54.0,82,77.0,0.0,56.0,37,64,68.0,0.0,46,0.0,70,56,58.0,89.0,57.0,61,33.0,60.0,62.0,67.0,44.0,45.0,70,62.0,76,100,70.0,74.0,100.0,85.0,75,73.0,0.0,70.0,62,0,42.0,87,0,10.0,63,53.0,82,82,12.0,87.0,46.0,57.0,97,5.879791632897593
2015,Alaska,0.0,36.0,0,77.0,44.0,93.0,77.0,76,0.0,82.0,85,75.0,0.0,0.0,0,0,75,0.0,51.0,18.0,33.0,69,48.0,40,81,0,0,90,34.0,84,45.0,92,0.0,81,87,25.0,0.0,60.0,86.0,0.0,0.0,89.0,78.0,48,82,0.0,70.0,77,0.0,56.0,0.0,74.0,84,0.0,0,100,72.0,90.0,0.0,71,69,27.0,0.0,0.0,48.0,85,83,0.0,82.0,0.0,83.0,93.0,61.0,0.0,0.0,0,0.0,97.0,0.0,93,75.0,0.0,64.0,35,97,0.0,0.0,38,0.0,81,92,0.0,60.0,55.0,69,24.0,0,47.0,0.0,19.0,62.0,75,91.0,80,64,70.0,0.0,0.0,0.0,70,0.0,0.0,70.0,65,0,47.0,81,0,0,100,0.0,95,65,0.0,0.0,40.0,0.0,85,23.658900375456465
2015,Arizona,17.0,33.0,0,43.0,50.0,83.0,79.0,74,64.0,70.0,86,61.0,60.0,71.0,58.0,70.0,81,55.0,45.0,28.0,41.0,62,61.0,48,62,0,0,94,30.0,76,65.0,91,59.0,85,81,61.0,56.0,73.0,68.0,0.0,62.0,70.0,72.0,64,91,60.0,71.0,40,61.0,53.0,57.0,59.0,81,45.0,0,78,63.0,72.0,50.0,81,81,57.0,31.0,70.0,51.0,78,86,42.0,45.0,52.0,73.0,64.0,66.0,0.0,66.0,0,50.0,77.0,45.0,83,83.0,43.0,69.0,32,65,79.0,0.0,34,80.0,69,61,47.0,85.0,64.0,71,33.0,40.0,60.0,79.0,49.0,47.0,67,61.0,91,59,70.0,70.0,49.0,72.0,73,59.0,60.0,69.0,69,66.0,33.0,79,40.0,20.0,46,53.0,72,77,58.0,78.0,46.0,68.0,80,8.165976188013435
2015,Arkansas,32.0,30.0,0,64.0,61.0,100.0,75.0,82,73.0,53.0,96,93.0,80.0,0.0,0,0,78,55.0,58.0,28.0,11.0,34,65.0,53,69,0,0,74,59.0,86,55.0,86,56.0,94,78,84.0,68.0,70.0,61.0,0.0,100.0,85.0,86.0,88,94,71.0,73.0,51,80.0,99.0,47.0,72.0,86,0.0,0,88,91.0,75.0,58.0,97,90,59.0,25.0,91.0,45.0,74,83,65.0,17.0,66.0,98.0,60.0,65.0,0.0,0.0,0,91.0,66.0,62.0,87,83.0,0.0,52.0,53,71,79.0,0.0,58,0.0,76,62,71.0,93.0,57.0,74,53.0,0,68.0,67.0,69.0,56.0,68,72.0,81,80,70.0,88.0,0.0,78.0,89,100.0,0.0,81.0,82,0,35.0,100,0,7.0,58,100.0,73,68,54.0,90.0,47.0,99.0,92,5.573345223136476
2015,California,17.0,32.0,71.0,56.0,49.0,87.0,85.0,76,55.0,54.0,66,39.0,60.0,52.0,75.0,85.0,75,41.0,36.0,28.0,30.0,52,54.0,39,57,33.0,100.0,88,32.0,70,67.0,84,50.0,71,56,47.0,47.0,57.0,53.0,33.0,66.0,84.0,63.0,57,90,56.0,57.0,50,58.0,64.0,55.0,55.0,81,45.0,33.0,81,56.0,89.0,41.0,71,83,52.0,40.0,53.0,64.0,74,77,37.0,64.0,45.0,76.0,57.0,51.0,62.0,47.0,100,37.0,56.0,42.0,88,75.0,43.0,100.0,30,38,72.0,73.0,36,36.0,63,58,43.0,80.0,62.0,74,25.0,60.0,49.0,58.0,39.0,39.0,64,55.0,74,54,59.0,59.0,49.0,66.0,68,50.0,50.0,74.0,59,33.0,37.0,74,80.0,15.0,37,57.0,73,72,37.0,71.0,69.0,59.0,75,3.9435502259927597
2015,Colorado,29.0,33.0,0,59.0,58.0,75.0,77.0,91,61.0,67.0,68,67.0,51.0,71.0,58.0,75.0,77,36.0,51.0,28.0,38.0,100,66.0,42,62,0,0,83,59.0,81,51.0,100,63.0,84,72,54.0,62.0,84.0,73.0,0.0,48.0,74.0,68.0,55,98,55.0,80.0,76,75.0,57.0,45.0,57.0,94,81.0,0,81,75.0,66.0,45.0,74,69,64.0,36.0,47.0,56.0,85,84,43.0,50.0,70.0,73.0,85.0,67.0,75.0,71.0,0,62.0,71.0,42.0,95,73.0,75.0,64.0,36,51,72.0,0.0,34,0.0,71,71,53.0,69.0,71.0,69,28.0,0,61.0,61.0,45.0,41.0,100,64.0,89,60,50.0,59.0,25.0,79.0,65,59.0,70.0,65.0,66,83.0,41.0,77,80.0,20.0,45,35.0,78,75,83.0,62.0,51.0,81.0,79,12.735987230050137
2015,Connecticut,35.0,37.0,0,85.0,82.0,78.0,92.0,70,48.0,67.0,67,52.0,100.0,47.0,66.0,55.0,100,36.0,55.0,25.0,55.0,41,77.0,44,68,0,0,77,51.0,77,49.0,96,41.0,80,54,93.0,62.0,73.0,59.0,0.0,62.0,73.0,68.0,43,87,63.0,73.0,56,63.0,80.0,45.0,70.0,74,72.0,0,70,70.0,87.0,54.0,75,72,67.0,36.0,50.0,89.0,66,91,62.0,50.0,67.0,67.0,54.0,81.0,0.0,71.0,0,83.0,53.0,71.0,95,70.0,81.0,60.0,25,41,62.0,0.0,39,0.0,75,70,70.0,86.0,77.0,60,44.0,0,77.0,65.0,37.0,62.0,65,71.0,100,53,52.0,100.0,40.0,52.0,73,60.0,0.0,90.0,75,0,51.0,89,0,25.0,48,25.0,77,100,29.0,71.0,62.0,86.0,66,3.5708434332189265
2015,Florida,14.0,47.0,57.0,37.0,44.0,72.0,80.0,70,40.0,62.0,77,44.0,62.0,52.0,66.0,70.0,78,47.0,38.0,26.0,22.0,35,49.0,45,56,100.0,100.0,77,36.0,70,73.0,87,49.0,78,63,56.0,50.0,59.0,59.0,33.0,66.0,69.0,70.0,69,75,50.0,57.0,44,63.0,56.0,45.0,64.0,78,45.0,50.0,72,59.0,85.0,41.0,75,90,56.0,34.0,59.0,63.0,72,83,40.0,45.0,44.0,70.0,51.0,50.0,75.0,61.0,1,45.0,67.0,42.0,88,80.0,43.0,52.0,28,50,65.0,78.0,33,54.0,66,59,47.0,75.0,52.0,68,29.0,20.0,44.0,61.0,43.0,43.0,64,53.0,81,62,57.0,59.0,50.0,62.0,73,58.0,60.0,65.0,54,33.0,33.0,72,60.0,12.0,37,50.0,63,70,37.0,65.0,39.0,60.0,79,4.9777524503630115
2015,Georgia,20.0,39.0,28.0,39.0,42.0,80.0,77.0,89,46.0,56.0,90,53.0,65.0,57.0,50.0,65.0,73,47.0,41.0,26.0,19.0,43,49.0,48,66,0,0,69,44.0,86,58.0,81,51.0,97,68,43.0,50.0,65.0,64.0,0.0,48.0,65.0,76.0,79,86,71.0,63.0,45,55.0,50.0,57.0,62.0,81,36.0,33.0,79,59.0,77.0,45.0,81,85,51.0,32.0,67.0,46.0,82,82,42.0,47.0,47.0,70.0,54.0,51.0,75.0,66.0,0,50.0,70.0,42.0,91,88.0,43.0,61.0,26,56,62.0,44.0,45,52.0,59,46,48.0,75.0,49.0,75,24.0,20.0,43.0,56.0,37.0,39.0,66,56.0,65,81,91.0,55.0,46.0,72.0,88,67.0,40.0,59.0,49,33.0,28.0,76,80.0,7.0,46,46.0,70,73,41.0,71.0,42.0,60.0,88,5.5683054871069055
2015,Hawaii,0.0,23.0,0,45.0,58.0,82.0,100.0,73,100.0,42.0,65,40.0,88.0,0.0,0,0,60,0.0,46.0,36.0,69.0,51,50.0,100,56,0,0,74,30.0,69,41.0,83,43.0,75,48,54.0,51.0,51.0,68.0,0.0,0.0,100.0,66.0,56,75,54.0,37.0,35,69.0,86.0,85.0,57.0,99,0.0,0,91,54.0,82.0,0.0,69,85,47.0,44.0,58.0,61.0,78,67,34.0,41.0,0.0,70.0,68.0,56.0,0.0,0.0,0,0.0,70.0,0.0,87,70.0,0.0,84.0,30,45,48.0,0.0,44,0.0,66,56,34.0,81.0,61.0,66,25.0,0,44.0,0.0,35.0,32.0,57,66.0,72,52,57.0,0.0,0.0,67.0,73,0.0,0.0,74.0,58,0,21.0,72,0,10.0,46,0.0,69,63,0.0,0.0,44.0,62.0,58,8.585112189019641
2015,Idaho,0.0,49.0,0,77.0,41.0,76.0,76.0,82,67.0,100.0,85,84.0,71.0,0.0,0,0,71,0.0,56.0,32.0,63.0,43,74.0,37,75,0,0,80,54.0,69,43.0,80,43.0,73,96,75.0,60.0,72.0,72.0,0.0,0.0,60.0,66.0,63,90,100.0,86.0,60,38.0,73.0,0.0,73.0,86,0.0,0,77,96.0,76.0,100.0,82,73,65.0,34.0,89.0,38.0,87,83,43.0,43.0,79.0,100.0,99.0,76.0,0.0,0.0,0,0.0,67.0,0.0,76,82.0,0.0,46.0,37,80,58.0,0.0,33,0.0,69,67,55.0,81.0,73.0,73,18.0,0,67.0,77.0,74.0,26.0,75,79.0,97,64,64.0,74.0,0.0,100.0,66,0.0,0.0,74.0,76,0,41.0,84,0,0,58,0.0,82,72,100.0,78.0,61.0,67.0,80,10.376027226695443
2015,Illinois,26.0,53.0,71.0,40.0,46.0,78.0,81.0,78,57.0,56.0,75,56.0,71.0,76.0,75.0,95.0,80,48.0,46.0,28.0,44.0,44,53.0,44,65,0,60.0,86,51.0,85,49.0,89,59.0,79,71,50.0,56.0,68.0,64.0,33.0,74.0,81.0,74.0,57,84,63.0,66.0,47,66.0,64.0,52.0,59.0,84,45.0,50.0,76,62.0,83.0,45.0,77,77,52.0,37.0,56.0,54.0,71,77,44.0,58.0,50.0,67.0,57.0,53.0,87.0,57.0,100,50.0,70.0,48.0,87,81.0,62.0,76.0,25,45,58.0,53.0,36,64.0,66,58,50.0,77.0,55.0,82,27.0,20.0,50.0,71.0,38.0,47.0,65,57.0,73,60,59.0,66.0,52.0,74.0,86,45.0,60.0,81.0,58,33.0,41.0,78,80.0,12.0,51,57.0,67,74,50.0,65.0,49.0,74.0,81,5.727711672899244
2015,Indiana,35.0,48.0,0,45.0,62.0,80.0,94.0,78,81.0,65.0,82,78.0,74.0,100.0,16.0,80.0,85,42.0,56.0,26.0,44.0,40,75.0,47,68,0,0,83,56.0,89,55.0,86,76.0,79,91,81.0,64.0,76.0,80.0,0.0,74.0,69.0,68.0,69,90,65.0,74.0,51,72.0,84.0,70.0,72.0,82,45.0,0,68,85.0,74.0,62.0,74,80,72.0,31.0,86.0,49.0,66,92,63.0,64.0,59.0,91.0,72.0,77.0,0.0,100.0,0,75.0,84.0,54.0,97,79.0,87.0,49.0,37,73,86.0,0.0,38,0.0,78,62,71.0,91.0,77.0,81,44.0,100.0,68.0,79.0,46.0,60.0,72,61.0,78,75,86.0,81.0,56.0,77.0,77,62.0,60.0,75.0,74,83.0,46.0,100,60.0,17.0,59,50.0,78,92,58.0,53.0,50.0,92.0,88,5.97519629626351
2015,Iowa,0.0,17.0,0,68.0,52.0,73.0,93.0,67,57.0,66.0,84,78.0,65.0,61.0,25.0,50.0,89,44.0,46.0,25.0,61.0,42,63.0,44,64,0,0,83,79.0,91,40.0,79,73.0,75,83,54.0,76.0,90.0,81.0,0.0,59.0,69.0,76.0,54,84,54.0,84.0,70,100.0,91.0,67.0,70.0,89,100.0,0,77,80.0,74.0,50.0,75,74,55.0,48.0,100.0,43.0,70,79,51.0,62.0,56.0,84.0,71.0,65.0,0.0,90.0,0,83.0,91.0,68.0,88,76.0,0.0,63.0,54,58,86.0,0.0,51,0.0,95,59,62.0,83.0,63.0,68,32.0,0,71.0,86.0,53.0,50.0,70,63.0,84,69,53.0,92.0,60.0,83.0,75,77.0,0.0,77.0,77,0,37.0,96,0,15.0,93,67.0,83,81,62.0,71.0,56.0,85.0,80,9.341026506959064
2015,Kansas,23.0,24.0,0,41.0,42.0,77.0,67.0,63,61.0,55.0,83,60.0,51.0,0.0,0,0,71,43.0,36.0,21.0,22.0,32,51.0,39,60,0,0,66,58.0,73,59.0,70,47.0,69,64,47.0,59.0,50.0,61.0,0.0,66.0,62.0,58.0,58,86,49.0,50.0,60,44.0,68.0,37.0,57.0,66,72.0,0,75,66.0,71.0,62.0,61,85,43.0,52.0,74.0,38.0,62,76,42.0,45.0,45.0,76.0,65.0,52.0,0.0,0.0,0,0.0,70.0,54.0,72,63.0,0.0,53.0,34,54,55.0,0.0,34,0.0,64,64,46.0,70.0,52.0,87,28.0,0,51.0,55.0,38.0,41.0,54,55.0,63,63,48.0,62.0,0.0,55.0,63,51.0,0.0,70.0,67,0,29.0,76,0,22.0,46,57.0,67,67,37.0,53.0,37.0,64.0,80,6.9908070886783875
2015,Kentucky,41.0,37.0,0,48.0,62.0,91.0,76.0,84,51.0,57.0,94,84.0,65.0,61.0,0,55.0,96,52.0,48.0,30.0,44.0,45,67.0,55,74,0,0,79,50.0,88,51.0,77,70.0,84,89,93.0,73.0,78.0,77.0,0.0,85.0,75.0,78.0,77,91,77.0,75.0,40,75.0,68.0,100.0,67.0,81,72.0,0,79,88.0,77.0,45.0,80,90,69.0,35.0,79.0,49.0,65,92,50.0,54.0,66.0,86.0,74.0,70.0,0.0,47.0,0,58.0,74.0,45.0,95,85.0,56.0,64.0,43,79,55.0,0.0,38,0.0,82,63,55.0,73.0,67.0,78,41.0,0,56.0,64.0,50.0,49.0,70,63.0,78,73,78.0,62.0,58.0,79.0,87,37.0,0.0,79.0,65,0,37.0,89,0,10.0,65,28.0,79,82,66.0,100.0,52.0,65.0,94,8.644048660701685
2015,Louisiana,41.0,40.0,0,46.0,41.0,91.0,95.0,85,38.0,58.0,90,51.0,62.0,0.0,91.0,65.0,80,50.0,42.0,24.0,13.0,36,58.0,52,63,0,0,75,39.0,87,57.0,74,47.0,88,73,70.0,69.0,74.0,74.0,0.0,55.0,85.0,74.0,83,94,57.0,73.0,54,52.0,69.0,80.0,62.0,70,45.0,0,80,76.0,85.0,62.0,78,95,68.0,36.0,53.0,56.0,71,86,41.0,58.0,60.0,83.0,54.0,63.0,0.0,52.0,0,33.0,77.0,22.0,82,79.0,50.0,69.0,29,67,75.0,0.0,35,0.0,78,61,50.0,82.0,61.0,60,51.0,20.0,48.0,53.0,35.0,26.0,69,59.0,86,85,87.0,51.0,0.0,69.0,76,94.0,0.0,69.0,54,83.0,24.0,82,0,15.0,51,82.0,77,80,12.0,50.0,52.0,62.0,98,7.252348772045492
2015,Maine,47.0,24.0,0,50.0,76.0,95.0,76.0,75,52.0,66.0,81,83.0,0.0,80.0,0,0,92,0.0,51.0,25.0,38.0,62,100.0,43,83,0,0,77,91.0,76,37.0,75,88.0,67,78,56.0,60.0,82.0,74.0,0.0,0.0,66.0,76.0,39,83,0.0,100.0,77,58.0,75.0,55.0,86.0,98,0.0,0,95,80.0,78.0,0.0,86,76,100.0,0.0,73.0,60.0,82,90,100.0,70.0,62.0,93.0,87.0,100.0,0.0,0.0,0,0.0,60.0,100.0,98,78.0,0.0,64.0,39,88,93.0,0.0,45,0.0,90,100,100.0,74.0,100.0,70,42.0,0,85.0,92.0,37.0,58.0,78,94.0,97,48,60.0,0.0,0.0,76.0,89,0.0,0.0,88.0,93,0,79.0,91,0,12.0,66,0.0,85,81,0.0,0.0,67.0,69.0,76,6.4554445219097785
