Category: All categories

Region,academic stress: (2007)
New Mexico,
West Virginia,
Delaware,
Iowa,
Idaho,
Maine,
Arkansas,
Oklahoma,
Utah,
Tennessee,
Maryland,
Wisconsin,
Oregon,
New York,100
Illinois,100
Pennsylvania,66
Texas,33
Florida,33
Alaska,
Alabama,
Arizona,
California,
Colorado,
Connecticut,
District of Columbia,
Georgia,
Hawaii,
Indiana,
Kansas,
Kentucky,
Louisiana,
Massachusetts,
Michigan,
Minnesota,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
Nevada,
Ohio,
Rhode Island,
South Carolina,
South Dakota,
Virginia,
Vermont,
Washington,
Wyoming,
