Category: All categories

Region,suicidal friend: (2007)
Delaware,
Louisiana,
Kansas,
Oregon,
Arizona,
Indiana,
North Carolina,100
Missouri,
Wisconsin,62
Massachusetts,62
Maryland,
Texas,25
Pennsylvania,25
Florida,25
California,12
Illinois,12
Alaska,
Alabama,
Arkansas,
Colorado,
Connecticut,
District of Columbia,
Georgia,
Hawaii,
Iowa,
Idaho,
Kentucky,
Maine,
Michigan,
Minnesota,
Mississippi,
Montana,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
New York,
Ohio,
Oklahoma,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Utah,
Virginia,
Vermont,
Washington,
West Virginia,
Wyoming,
