Category: All categories

Region,transphobia: (2005)
Alaska,
Kentucky,100
Maryland,39
Oregon,39
Georgia,31
Minnesota,23
Pennsylvania,13
New York,5
Alabama,
Arkansas,
Arizona,
California,
Colorado,
Connecticut,
District of Columbia,
Delaware,
Florida,
Hawaii,
Iowa,
Idaho,
Illinois,
Indiana,
Kansas,
Louisiana,
Massachusetts,
Maine,
Michigan,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
Ohio,
Oklahoma,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Texas,
Utah,
Virginia,
Vermont,
Washington,
Wisconsin,
West Virginia,
Wyoming,
