Category: All categories

Region,friends hate me: (2006)
Alaska,
Hawaii,
New Mexico,
Louisiana,
Indiana,100
North Carolina,78
Arizona,64
District of Columbia,
Maryland,42
Colorado,35
New York,28
Illinois,14
Florida,14
California,7
Alabama,
Arkansas,
Connecticut,
Delaware,
Georgia,
Iowa,
Idaho,
Kansas,
Kentucky,
Massachusetts,
Maine,
Michigan,
Minnesota,
Missouri,
Mississippi,
Montana,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
Nevada,
Ohio,
Oklahoma,
Oregon,
Pennsylvania,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Texas,
Utah,
Virginia,
Vermont,
Washington,
Wisconsin,
West Virginia,
Wyoming,
