Category: All categories

Region,transphobia: (2006)
Montana,100
Maine,85
Nebraska,53
Arkansas,44
Alabama,39
New Hampshire,37
Connecticut,17
Wisconsin,16
Massachusetts,10
Florida,3
Texas,1
Alaska,
Arizona,
California,
Colorado,
District of Columbia,
Delaware,
Georgia,
Hawaii,
Iowa,
Idaho,
Illinois,
Indiana,
Kansas,
Kentucky,
Louisiana,
Maryland,
Michigan,
Minnesota,
Missouri,
Mississippi,
North Carolina,
North Dakota,
New Jersey,
New Mexico,
Nevada,
New York,
Ohio,
Oklahoma,
Oregon,
Pennsylvania,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Utah,
Virginia,
Vermont,
Washington,
West Virginia,
Wyoming,
