Category: All categories

Region,how to do better in school: (2009)
Hawaii,
Mississippi,
Colorado,100
Alabama,100
Louisiana,80
Oregon,
Kentucky,
Missouri,60
Pennsylvania,60
Tennessee,40
Georgia,40
Arizona,40
Massachusetts,
Michigan,30
Florida,20
New York,20
New Jersey,20
California,10
Ohio,10
Virginia,10
Texas,10
Alaska,
Arkansas,
Connecticut,
District of Columbia,
Delaware,
Iowa,
Idaho,
Illinois,
Indiana,
Kansas,
Maryland,
Maine,
Minnesota,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Mexico,
Nevada,
Oklahoma,
Rhode Island,
South Carolina,
South Dakota,
Utah,
Vermont,
Washington,
Wisconsin,
West Virginia,
Wyoming,
