Year,State,therapy_near_me,no_friends,kill_myself,self_harm,feeling_alone,suicide,sin,hate_myself,divorce,fitting_in,kill_yourself,jesus,bullying,lonely,guilty,feeling_sad,suicide_hotline,i_hate_my_parents,hope,cant_sleep,eating_disorder,therapy,faith,abusive_parents,i_want_to_die,coping_with_stress,depression,cutting,school_stress,hell
2006,Louisiana,0,41.0,16.0,25.0,0.0,66,52.0,0.0,80,26.0,0.0,90,27.0,62,62.0,16.0,46.0,0.0,42,0.0,33.0,76,65,0.0,37.0,0.0,63,73,62.0,70
2006,Maine,100.0,21.0,0.0,0.0,0.0,85,54.0,54.0,73,0.0,57.0,61,74.0,93,64.0,0.0,15.0,0.0,45,0.0,96.0,79,50,0.0,17.0,0.0,80,66,100.0,85
2006,Maryland,0,27.0,28.0,0.0,38.0,69,49.0,33.0,74,25.0,28.0,54,39.0,68,68.0,13.0,21.0,0.0,39,0.0,57.0,72,53,26.0,29.0,41.0,60,56,16.0,67
2006,Massachusetts,0,41.0,19.0,20.0,16.0,65,49.0,60.0,61,26.0,28.0,51,41.0,78,64.0,6.0,15.0,67.0,46,0.0,68.0,85,39,10.0,33.0,38.0,64,60,28.0,64
2006,Michigan,0,47.0,29.0,18.0,25.0,72,56.0,70.0,72,0.0,30.0,74,49.0,75,56.0,4.0,14.0,0.0,61,0.0,57.0,73,60,0.0,54.0,0.0,69,73,32.0,80
2006,Minnesota,0,35.0,23.0,15.0,18.0,64,46.0,34.0,69,15.0,20.0,58,47.0,67,49.0,8.0,12.0,0.0,53,0.0,68.0,72,58,11.0,17.0,27.0,62,71,51.0,63
2006,Mississippi,0,57.0,0.0,0.0,100.0,72,54.0,33.0,99,0.0,40.0,100,36.0,52,73.0,100.0,19.0,0.0,43,0.0,49.0,84,100,0.0,0.0,100.0,75,65,78.0,78
2006,Missouri,0,24.0,26.0,10.0,34.0,72,47.0,32.0,78,21.0,32.0,72,35.0,62,54.0,16.0,12.0,0.0,38,0.0,56.0,74,58,23.0,24.0,0.0,64,69,16.0,77
2006,Montana,0,42.0,0.0,0.0,0.0,87,35.0,0.0,73,36.0,100.0,75,62.0,86,29.0,0.0,70.0,0.0,36,0.0,31.0,89,68,0.0,0.0,0.0,80,100,0.0,77
2006,Nebraska,0,46.0,0.0,0.0,0.0,85,58.0,0.0,84,0.0,45.0,72,73.0,56,52.0,20.0,59.0,0.0,42,0.0,69.0,73,77,0.0,22.0,0.0,81,69,0.0,68
2006,Nevada,0,11.0,0.0,0.0,0.0,82,100.0,42.0,92,23.0,32.0,57,25.0,60,66.0,41.0,30.0,0.0,32,0.0,34.0,62,60,0.0,0.0,0.0,53,57,0.0,62
2006,New Hampshire,0,32.0,60.0,0.0,0.0,82,48.0,100.0,75,0.0,47.0,57,70.0,84,71.0,0.0,0.0,0.0,41,0.0,56.0,77,48,0.0,0.0,0.0,72,72,0.0,78
2006,New Jersey,0,40.0,25.0,23.0,25.0,61,59.0,40.0,66,26.0,31.0,57,60.0,67,68.0,22.0,14.0,0.0,59,0.0,50.0,76,44,11.0,28.0,37.0,61,58,29.0,67
2006,New Mexico,0,50.0,0.0,33.0,0.0,100,62.0,42.0,81,27.0,62.0,70,41.0,72,40.0,0.0,30.0,0.0,39,0.0,27.0,90,49,0.0,29.0,0.0,73,77,0.0,73
2006,New York,0,38.0,28.0,12.0,14.0,71,67.0,42.0,64,29.0,32.0,55,45.0,78,65.0,6.0,13.0,41.0,41,0.0,54.0,78,48,6.0,37.0,17.0,61,60,32.0,73
2006,North Carolina,6.0,30.0,20.0,0.0,0.0,59,52.0,54.0,78,37.0,31.0,80,30.0,62,56.0,4.0,14.0,100.0,70,0.0,55.0,77,69,19.0,26.0,12.0,59,68,34.0,68
2006,North Dakota,0,38.0,0.0,80.0,0.0,77,39.0,0.0,78,0.0,0.0,79,47.0,75,33.0,0.0,0.0,0.0,44,0.0,90.0,100,63,0.0,0.0,0.0,100,89,0.0,87
2006,Ohio,0,25.0,18.0,13.0,10.0,69,49.0,65.0,70,28.0,37.0,80,46.0,63,56.0,16.0,19.0,0.0,43,0.0,59.0,70,62,0.0,37.0,20.0,69,64,32.0,76
2006,Oklahoma,0,29.0,29.0,24.0,0.0,73,57.0,63.0,100,15.0,49.0,91,37.0,56,43.0,18.0,13.0,0.0,38,0.0,56.0,71,87,0.0,0.0,84.0,58,67,0.0,75
2006,Oregon,0,30.0,31.0,16.0,0.0,86,49.0,38.0,73,14.0,24.0,61,34.0,82,54.0,7.0,23.0,0.0,37,0.0,53.0,72,54,12.0,24.0,83.0,60,72,28.0,77
2006,Pennsylvania,0,42.0,33.0,16.0,17.0,99,52.0,61.0,72,24.0,39.0,71,58.0,71,59.0,11.0,12.0,59.0,61,0.0,59.0,80,58,5.0,32.0,30.0,67,60,25.0,78
2006,Rhode Island,34.0,38.0,32.0,41.0,0.0,91,64.0,87.0,72,47.0,36.0,56,73.0,94,54.0,0.0,24.0,0.0,100,0.0,63.0,75,46,0.0,75.0,0.0,69,77,54.0,100
2006,South Carolina,0,30.0,0.0,43.0,68.0,64,50.0,0.0,93,29.0,25.0,87,29.0,58,60.0,0.0,0.0,0.0,41,0.0,45.0,69,69,24.0,18.0,0.0,64,69,51.0,72
2006,South Dakota,0,0.0,0.0,0.0,0.0,96,40.0,0.0,73,0.0,78.0,80,93.0,65,66.0,0.0,0.0,0.0,43,0.0,60.0,81,82,0.0,0.0,0.0,66,82,0.0,79
2006,Tennessee,14.0,25.0,32.0,0.0,26.0,66,48.0,50.0,93,0.0,18.0,86,37.0,70,69.0,7.0,19.0,0.0,53,0.0,54.0,74,79,0.0,19.0,43.0,68,64,0.0,76
2006,Texas,0,28.0,22.0,4.0,13.0,65,65.0,43.0,96,18.0,22.0,81,27.0,64,63.0,9.0,12.0,19.0,36,0.0,39.0,68,62,10.0,29.0,29.0,55,66,19.0,72
2006,Utah,0,27.0,18.0,0.0,46.0,67,56.0,15.0,81,18.0,17.0,88,32.0,61,42.0,0.0,13.0,0.0,32,0.0,67.0,76,61,36.0,17.0,33.0,64,68,25.0,68
2006,Vermont,0,54.0,0.0,79.0,0.0,99,47.0,0.0,61,0.0,29.0,57,100.0,100,19.0,0.0,0.0,0.0,43,0.0,100.0,86,48,0.0,0.0,0.0,78,73,0.0,78
2006,Virginia,4.0,34.0,19.0,0.0,23.0,58,52.0,47.0,83,27.0,23.0,68,33.0,67,62.0,7.0,13.0,35.0,41,0.0,46.0,63,59,12.0,19.0,30.0,54,62,26.0,62
2006,Washington,5.0,29.0,28.0,26.0,13.0,70,51.0,49.0,69,17.0,18.0,65,39.0,83,59.0,7.0,12.0,0.0,33,0.0,53.0,76,50,0.0,28.0,41.0,55,66,29.0,66
2006,West Virginia,0,0.0,0.0,100.0,0.0,75,49.0,0.0,84,0.0,23.0,87,67.0,79,100.0,0.0,0.0,0.0,56,0.0,80.0,89,79,0.0,100.0,0.0,79,74,0.0,88
2006,Wisconsin,0,26.0,30.0,39.0,0.0,72,48.0,56.0,74,14.0,54.0,58,59.0,72,43.0,9.0,0.0,0.0,39,0.0,65.0,72,60,0.0,27.0,61.0,67,85,31.0,78
2006,Wyoming,0,69.0,0.0,0.0,0.0,80,58.0,0.0,92,0.0,41.0,71,57.0,85,48.0,0.0,100.0,0.0,27,0.0,70.0,71,51,0.0,0.0,0.0,86,87,0.0,77
2007,Alabama,0,47.0,0.0,8.0,0.0,71,58.0,9.0,94,46.0,60.0,91,31.0,53,75.0,0.0,57.0,0.0,44,0.0,56.0,68,99,37.0,25.0,0.0,69,75,41.0,69
2007,Alaska,0,47.0,0.0,0.0,0.0,82,45.0,0.0,82,0.0,37.0,73,44.0,80,90.0,0.0,0.0,0.0,50,0.0,28.0,70,65,0.0,0.0,0.0,61,75,0.0,73
2007,Arizona,0,54.0,9.0,2.0,15.0,66,66.0,20.0,87,30.0,49.0,72,31.0,63,74.0,0.0,26.0,0.0,30,0.0,53.0,76,59,0.0,25.0,26.0,50,62,35.0,59
2007,Arkansas,0,34.0,20.0,12.0,33.0,70,69.0,0.0,92,17.0,100.0,100,52.0,60,70.0,0.0,0.0,0.0,58,0.0,44.0,77,81,0.0,44.0,0.0,68,74,71.0,79
2007,California,0,60.0,10.0,3.0,8.0,74,89.0,24.0,67,25.0,53.0,70,18.0,71,80.0,49.0,28.0,17.0,40,0.0,53.0,65,53,16.0,24.0,14.0,52,54,24.0,61
2007,Colorado,0,39.0,8.0,4.0,0.0,68,55.0,15.0,84,32.0,55.0,68,22.0,76,75.0,0.0,24.0,0.0,34,0.0,67.0,74,65,36.0,24.0,15.0,54,71,40.0,59
2007,Connecticut,0,49.0,19.0,12.0,14.0,70,59.0,36.0,67,27.0,59.0,52,52.0,76,95.0,99.0,10.0,0.0,39,0.0,91.0,79,59,28.0,39.0,21.0,65,65,25.0,73
2007,Delaware,0,73.0,54.0,0.0,0.0,82,63.0,0.0,86,0.0,27.0,68,67.0,75,79.0,0.0,63.0,0.0,46,0.0,71.0,83,67,0.0,37.0,0.0,78,73,73.0,62
2007,District of Columbia,0,55.0,8.0,2.0,0.0,58,61.0,0.0,81,27.0,47.0,61,37.0,70,91.0,0.0,22.0,0.0,43,0.0,55.0,67,59,0.0,17.0,0.0,46,53,24.0,52
2007,Florida,0,66.0,10.0,5.0,11.0,66,86.0,21.0,86,36.0,55.0,82,26.0,53,87.0,75.0,27.0,25.0,32,0.0,51.0,74,72,4.0,23.0,25.0,48,76,26.0,65
2007,Georgia,0,47.0,11.0,3.0,13.0,62,53.0,26.0,100,23.0,59.0,86,28.0,55,79.0,53.0,19.0,0.0,58,100.0,52.0,63,86,9.0,25.0,15.0,55,54,28.0,59
2007,Hawaii,13.0,100.0,16.0,0.0,0.0,76,48.0,34.0,75,33.0,44.0,59,44.0,100,81.0,0.0,22.0,0.0,57,0.0,57.0,66,53,0.0,0.0,0.0,55,66,24.0,56
2007,Idaho,0,31.0,0.0,0.0,0.0,81,53.0,72.0,86,75.0,68.0,88,43.0,61,67.0,0.0,0.0,0.0,37,0.0,75.0,78,74,0.0,23.0,0.0,68,87,0.0,69
2007,Illinois,0,50.0,10.0,3.0,6.0,75,58.0,28.0,82,30.0,51.0,74,37.0,57,80.0,47.0,26.0,43.0,38,62.0,59.0,71,70,15.0,30.0,12.0,65,63,30.0,69
2007,Indiana,0,39.0,26.0,0.0,10.0,80,58.0,38.0,81,27.0,60.0,92,61.0,62,76.0,0.0,26.0,0.0,40,0.0,72.0,67,80,29.0,40.0,23.0,71,64,37.0,72
2007,Iowa,0,64.0,7.0,13.0,0.0,70,53.0,22.0,75,36.0,62.0,75,90.0,68,64.0,0.0,48.0,0.0,51,0.0,91.0,76,91,0.0,11.0,100.0,80,74,30.0,71
2007,Kansas,8.0,45.0,9.0,12.0,0.0,80,63.0,46.0,86,16.0,76.0,78,51.0,69,72.0,0.0,27.0,0.0,42,0.0,58.0,68,82,0.0,29.0,19.0,68,75,31.0,93
2007,Kentucky,0,62.0,0.0,10.0,7.0,83,63.0,17.0,80,23.0,64.0,91,60.0,64,71.0,0.0,19.0,0.0,37,0.0,68.0,69,77,0.0,31.0,40.0,67,71,37.0,85
2007,Louisiana,0,49.0,0.0,0.0,19.0,68,55.0,37.0,81,19.0,70.0,85,25.0,63,83.0,0.0,23.0,0.0,37,0.0,43.0,70,85,0.0,16.0,0.0,61,62,18.0,67
2007,Maine,0,53.0,10.0,15.0,0.0,80,45.0,0.0,66,0.0,83.0,58,73.0,91,66.0,0.0,41.0,0.0,46,0.0,100.0,91,60,0.0,100.0,0.0,78,80,0.0,68
2007,Maryland,3.0,46.0,10.0,6.0,7.0,68,59.0,30.0,75,21.0,59.0,68,32.0,69,96.0,0.0,24.0,0.0,37,0.0,67.0,77,61,18.0,22.0,0.0,57,57,31.0,63
2007,Massachusetts,4.0,63.0,15.0,6.0,14.0,74,53.0,37.0,64,34.0,58.0,55,38.0,69,88.0,62.0,29.0,71.0,40,0.0,83.0,79,51,15.0,33.0,10.0,66,55,38.0,63
2007,Michigan,0,57.0,12.0,6.0,16.0,76,57.0,35.0,75,29.0,84.0,78,42.0,65,84.0,100.0,25.0,100.0,60,0.0,72.0,74,78,12.0,37.0,39.0,73,70,22.0,74
2007,Minnesota,0,29.0,17.0,4.0,0.0,63,50.0,32.0,69,28.0,52.0,62,35.0,62,57.0,26.0,31.0,0.0,59,0.0,81.0,77,66,31.0,13.0,23.0,62,64,34.0,57
2007,Mississippi,0,48.0,21.0,7.0,0.0,71,65.0,0.0,97,100.0,93.0,99,28.0,57,98.0,0.0,30.0,0.0,40,0.0,68.0,76,92,0.0,39.0,0.0,64,71,0.0,71
2007,Missouri,0,53.0,16.0,10.0,9.0,71,52.0,33.0,82,24.0,79.0,85,38.0,63,77.0,30.0,26.0,0.0,38,0.0,59.0,72,73,36.0,25.0,0.0,62,67,29.0,71
2007,Montana,0,53.0,0.0,47.0,0.0,75,52.0,100.0,77,0.0,31.0,75,48.0,88,38.0,0.0,60.0,0.0,36,0.0,65.0,85,83,0.0,0.0,0.0,71,100,0.0,80
2007,Nebraska,24.0,33.0,31.0,23.0,0.0,73,55.0,25.0,82,0.0,52.0,82,63.0,57,75.0,0.0,14.0,0.0,39,0.0,77.0,86,85,0.0,22.0,0.0,69,58,0.0,66
2007,Nevada,13.0,79.0,0.0,0.0,0.0,78,100.0,35.0,93,26.0,68.0,59,29.0,58,97.0,0.0,29.0,0.0,30,0.0,59.0,62,68,0.0,30.0,0.0,48,59,49.0,68
2007,New Hampshire,0,47.0,0.0,0.0,0.0,81,52.0,67.0,76,20.0,69.0,57,46.0,75,72.0,0.0,71.0,0.0,38,0.0,67.0,84,60,0.0,78.0,0.0,71,81,90.0,73
2007,New Jersey,0,83.0,15.0,4.0,12.0,71,61.0,35.0,75,41.0,74.0,61,45.0,66,93.0,43.0,16.0,0.0,45,0.0,67.0,72,57,22.0,31.0,35.0,65,52,41.0,69
2007,New Mexico,0,28.0,0.0,0.0,29.0,93,70.0,0.0,82,20.0,74.0,74,44.0,84,77.0,0.0,64.0,0.0,39,0.0,47.0,100,62,0.0,0.0,46.0,63,74,62.0,72
2007,New York,0,66.0,10.0,6.0,8.0,73,75.0,29.0,64,34.0,62.0,61,38.0,84,100.0,53.0,28.0,41.0,39,0.0,71.0,79,57,14.0,26.0,19.0,61,61,31.0,65
2007,North Carolina,0,56.0,12.0,6.0,20.0,60,58.0,27.0,79,29.0,59.0,88,27.0,61,74.0,54.0,19.0,44.0,71,71.0,63.0,78,84,20.0,17.0,29.0,63,65,25.0,62
2007,North Dakota,49.0,0.0,0.0,0.0,0.0,80,41.0,0.0,86,0.0,0.0,78,66.0,67,73.0,0.0,0.0,0.0,47,0.0,32.0,96,80,0.0,0.0,0.0,80,74,0.0,90
2007,Ohio,0,51.0,12.0,6.0,0.0,76,50.0,34.0,87,33.0,65.0,85,43.0,57,75.0,67.0,27.0,0.0,41,0.0,56.0,75,79,0.0,32.0,19.0,70,61,38.0,84
2007,Oklahoma,0,39.0,11.0,0.0,12.0,68,62.0,20.0,99,45.0,63.0,91,29.0,61,75.0,0.0,39.0,0.0,40,0.0,49.0,67,93,0.0,17.0,43.0,56,79,0.0,83
2007,Oregon,4.0,45.0,12.0,4.0,8.0,79,56.0,28.0,68,25.0,91.0,66,24.0,72,71.0,69.0,37.0,0.0,33,0.0,54.0,72,59,22.0,19.0,20.0,58,76,34.0,67
2007,Pennsylvania,0,59.0,15.0,8.0,5.0,75,52.0,40.0,71,20.0,85.0,72,48.0,63,83.0,60.0,21.0,0.0,56,0.0,69.0,89,74,17.0,36.0,26.0,69,61,47.0,78
2007,Rhode Island,0,83.0,24.0,33.0,0.0,77,69.0,21.0,67,75.0,88.0,62,40.0,68,78.0,0.0,32.0,0.0,100,0.0,82.0,79,62,0.0,0.0,0.0,61,62,68.0,100
2007,South Carolina,0,45.0,11.0,0.0,15.0,59,58.0,15.0,89,14.0,58.0,83,31.0,60,81.0,0.0,30.0,0.0,44,0.0,55.0,67,86,21.0,19.0,35.0,65,71,25.0,61
2007,South Dakota,0,62.0,100.0,0.0,0.0,85,49.0,0.0,76,0.0,39.0,81,45.0,70,93.0,0.0,74.0,0.0,41,0.0,66.0,83,100,0.0,49.0,0.0,78,82,0.0,74
2007,Tennessee,0,37.0,21.0,9.0,15.0,71,59.0,37.0,94,17.0,65.0,98,25.0,56,89.0,92.0,26.0,0.0,53,0.0,69.0,87,87,0.0,28.0,23.0,62,67,26.0,70
2007,Texas,0,46.0,11.0,4.0,11.0,67,91.0,26.0,94,28.0,49.0,87,22.0,59,79.0,51.0,22.0,20.0,35,0.0,45.0,71,73,15.0,24.0,17.0,55,70,25.0,69
2007,Utah,0,44.0,17.0,0.0,0.0,77,59.0,11.0,86,38.0,87.0,91,31.0,67,59.0,0.0,23.0,0.0,32,0.0,68.0,74,86,100.0,11.0,30.0,66,71,33.0,66
2007,Vermont,0,59.0,0.0,100.0,0.0,82,58.0,0.0,60,0.0,75.0,60,100.0,87,82.0,0.0,100.0,0.0,39,0.0,96.0,94,63,0.0,0.0,0.0,89,89,0.0,63
2007,Virginia,0,56.0,9.0,3.0,13.0,71,93.0,26.0,87,36.0,54.0,79,30.0,59,88.0,0.0,31.0,0.0,41,0.0,53.0,68,76,9.0,22.0,18.0,60,58,24.0,61
2007,Washington,0,53.0,20.0,6.0,0.0,79,53.0,22.0,75,21.0,64.0,68,34.0,73,78.0,44.0,28.0,0.0,35,0.0,73.0,77,58,16.0,32.0,16.0,58,65,23.0,60
2007,West Virginia,100.0,81.0,0.0,36.0,100.0,87,54.0,0.0,84,0.0,78.0,93,74.0,71,76.0,0.0,0.0,0.0,48,0.0,52.0,100,89,0.0,0.0,0.0,89,74,100.0,95
2007,Wisconsin,0,56.0,6.0,6.0,16.0,71,48.0,38.0,66,26.0,95.0,59,42.0,60,62.0,80.0,35.0,0.0,37,0.0,48.0,84,62,0.0,32.0,52.0,63,80,14.0,68
2007,Wyoming,0,0.0,0.0,22.0,0.0,100,65.0,0.0,84,0.0,0.0,89,49.0,88,80.0,0.0,0.0,0.0,40,0.0,49.0,93,77,0.0,0.0,0.0,100,88,0.0,83
2008,Alabama,0,33.0,74.0,59.0,17.0,78,25.0,41.0,88,30.0,52.0,99,30.0,61,68.0,0.0,10.0,0.0,44,0.0,53.0,67,91,0.0,22.0,43.0,74,67,14.0,72
2008,Alaska,26.0,21.0,80.0,44.0,0.0,94,23.0,0.0,69,0.0,50.0,69,40.0,92,56.0,0.0,0.0,0.0,53,0.0,39.0,70,60,0.0,0.0,0.0,69,79,0.0,80
2008,Arizona,0,39.0,39.0,32.0,16.0,77,26.0,30.0,76,59.0,60.0,68,33.0,64,72.0,14.0,46.0,0.0,39,0.0,56.0,78,55,32.0,25.0,19.0,67,61,13.0,60
2008,Arkansas,0,40.0,72.0,0.0,100.0,85,27.0,0.0,89,45.0,77.0,100,47.0,67,75.0,0.0,20.0,0.0,59,0.0,59.0,77,76,0.0,27.0,100.0,78,74,0.0,78
2008,California,0,38.0,34.0,13.0,10.0,74,66.0,31.0,57,32.0,46.0,76,24.0,81,74.0,19.0,31.0,51.0,40,0.0,39.0,63,50,23.0,29.0,22.0,56,56,13.0,62
2008,Colorado,0,46.0,33.0,12.0,18.0,84,21.0,38.0,85,28.0,55.0,69,28.0,76,61.0,49.0,50.0,0.0,41,0.0,61.0,92,65,35.0,35.0,35.0,69,68,10.0,61
2008,Connecticut,0,44.0,50.0,18.0,23.0,81,30.0,57.0,63,48.0,74.0,51,52.0,79,86.0,49.0,36.0,0.0,44,0.0,66.0,88,51,37.0,41.0,28.0,72,70,12.0,67
2008,Delaware,0,28.0,96.0,0.0,0.0,87,26.0,0.0,80,100.0,65.0,64,100.0,88,73.0,0.0,66.0,0.0,49,0.0,38.0,87,62,0.0,0.0,0.0,89,85,0.0,73
2008,District of Columbia,5.0,34.0,42.0,25.0,0.0,70,25.0,0.0,82,46.0,43.0,66,43.0,74,85.0,14.0,36.0,0.0,48,0.0,57.0,66,59,0.0,26.0,0.0,64,55,19.0,53
2008,Florida,0,43.0,49.0,25.0,12.0,76,35.0,34.0,82,31.0,61.0,83,30.0,58,79.0,27.0,25.0,0.0,39,0.0,48.0,68,67,36.0,29.0,36.0,63,62,13.0,66
2008,Georgia,0,40.0,36.0,17.0,12.0,75,24.0,37.0,100,31.0,59.0,83,28.0,61,69.0,13.0,30.0,100.0,57,0.0,42.0,67,83,25.0,25.0,32.0,73,60,16.0,67
2008,Hawaii,0,44.0,87.0,43.0,0.0,81,20.0,49.0,72,17.0,72.0,67,45.0,100,98.0,73.0,61.0,0.0,61,0.0,43.0,66,54,0.0,61.0,0.0,63,66,0.0,68
2008,Idaho,0,39.0,0.0,33.0,0.0,84,25.0,77.0,72,0.0,63.0,77,45.0,56,56.0,100.0,33.0,0.0,42,0.0,64.0,81,67,0.0,24.0,0.0,75,84,37.0,73
2008,Illinois,0,31.0,34.0,28.0,19.0,80,27.0,41.0,74,42.0,53.0,71,35.0,63,70.0,42.0,39.0,36.0,41,0.0,56.0,78,65,37.0,26.0,35.0,77,63,22.0,65
2008,Indiana,0,32.0,24.0,32.0,0.0,79,26.0,55.0,69,57.0,76.0,88,59.0,62,79.0,81.0,25.0,0.0,41,0.0,58.0,77,72,22.0,42.0,80.0,77,72,20.0,74
2008,Iowa,0,36.0,0.0,23.0,0.0,87,21.0,48.0,73,10.0,48.0,70,66.0,67,61.0,60.0,52.0,0.0,50,0.0,71.0,71,79,41.0,36.0,95.0,91,75,15.0,68
2008,Kansas,10.0,25.0,33.0,40.0,32.0,80,23.0,75.0,81,31.0,60.0,78,66.0,71,66.0,0.0,32.0,0.0,46,0.0,56.0,67,74,0.0,52.0,64.0,77,78,14.0,83
2008,Kentucky,0,66.0,47.0,63.0,15.0,92,24.0,73.0,77,42.0,72.0,90,82.0,71,78.0,34.0,33.0,0.0,42,0.0,55.0,72,74,44.0,37.0,51.0,75,70,26.0,76
2008,Louisiana,0,45.0,17.0,27.0,0.0,77,24.0,38.0,73,30.0,63.0,84,34.0,78,84.0,0.0,20.0,0.0,39,0.0,41.0,70,68,0.0,43.0,38.0,70,66,7.0,70
2008,Maine,0,40.0,74.0,0.0,0.0,95,21.0,86.0,67,39.0,67.0,58,65.0,81,71.0,0.0,24.0,0.0,49,0.0,75.0,87,53,0.0,27.0,0.0,83,85,29.0,72
2008,Maryland,0,35.0,49.0,30.0,10.0,75,24.0,29.0,80,10.0,42.0,70,37.0,74,80.0,33.0,37.0,0.0,44,0.0,63.0,80,59,46.0,36.0,44.0,74,60,15.0,58
2008,Massachusetts,0,36.0,56.0,27.0,21.0,81,22.0,52.0,65,52.0,53.0,54,36.0,76,76.0,69.0,32.0,87.0,45,0.0,69.0,85,49,47.0,36.0,36.0,75,59,16.0,65
2008,Michigan,0,38.0,44.0,29.0,18.0,87,21.0,43.0,75,41.0,62.0,74,43.0,71,74.0,19.0,33.0,74.0,61,0.0,64.0,70,68,34.0,44.0,98.0,82,67,28.0,80
2008,Minnesota,0,34.0,37.0,25.0,25.0,71,19.0,38.0,74,34.0,63.0,64,40.0,68,62.0,40.0,38.0,0.0,66,0.0,64.0,82,66,16.0,39.0,50.0,85,67,19.0,56
2008,Mississippi,0,28.0,49.0,0.0,32.0,74,27.0,0.0,96,0.0,52.0,95,31.0,60,80.0,0.0,28.0,0.0,44,0.0,31.0,71,87,0.0,25.0,0.0,72,71,56.0,75
2008,Missouri,0,33.0,42.0,26.0,6.0,87,22.0,36.0,82,56.0,72.0,82,43.0,66,68.0,21.0,46.0,0.0,45,0.0,56.0,75,76,34.0,40.0,0.0,80,65,16.0,73
2008,Montana,100.0,27.0,94.0,96.0,0.0,93,20.0,58.0,71,0.0,43.0,70,38.0,91,49.0,0.0,0.0,0.0,42,0.0,65.0,86,71,0.0,28.0,0.0,92,100,0.0,82
2008,Nebraska,0,30.0,72.0,64.0,69.0,85,22.0,37.0,74,0.0,13.0,71,82.0,75,78.0,53.0,34.0,0.0,45,0.0,51.0,81,86,0.0,48.0,95.0,80,64,0.0,74
2008,Nevada,23.0,47.0,44.0,49.0,25.0,87,44.0,16.0,84,0.0,37.0,59,32.0,68,97.0,0.0,43.0,0.0,36,0.0,54.0,60,62,0.0,41.0,59.0,65,64,16.0,72
2008,New Hampshire,26.0,54.0,68.0,0.0,0.0,87,23.0,24.0,71,24.0,55.0,55,37.0,74,100.0,0.0,35.0,0.0,37,0.0,100.0,88,49,0.0,36.0,0.0,80,90,0.0,77
2008,New Jersey,0,44.0,47.0,21.0,22.0,86,33.0,42.0,71,43.0,68.0,64,45.0,68,84.0,48.0,33.0,67.0,50,0.0,54.0,71,50,28.0,46.0,42.0,74,57,20.0,71
2008,New Mexico,0,31.0,0.0,39.0,65.0,85,29.0,0.0,76,0.0,40.0,72,30.0,89,70.0,0.0,25.0,0.0,40,0.0,49.0,92,65,0.0,33.0,0.0,79,83,0.0,72
2008,New York,0,44.0,62.0,23.0,15.0,84,31.0,41.0,66,35.0,60.0,59,39.0,90,82.0,48.0,37.0,60.0,40,80.0,65.0,79,50,31.0,41.0,43.0,77,62,22.0,68
2008,North Carolina,4.0,30.0,51.0,28.0,26.0,77,22.0,40.0,74,41.0,56.0,82,29.0,62,70.0,34.0,34.0,0.0,71,0.0,55.0,81,82,42.0,37.0,45.0,75,66,24.0,75
2008,North Dakota,0,100.0,100.0,0.0,0.0,87,23.0,0.0,69,79.0,69.0,71,67.0,61,44.0,0.0,100.0,0.0,48,0.0,79.0,84,79,0.0,0.0,0.0,88,95,0.0,80
2008,Ohio,0,47.0,70.0,21.0,14.0,87,20.0,44.0,80,39.0,72.0,80,50.0,62,70.0,69.0,41.0,34.0,45,0.0,55.0,76,67,48.0,34.0,45.0,86,70,20.0,80
2008,Oklahoma,13.0,34.0,68.0,26.0,37.0,83,25.0,56.0,91,69.0,45.0,86,37.0,69,76.0,50.0,21.0,0.0,40,0.0,44.0,69,79,39.0,35.0,63.0,71,69,0.0,76
2008,Oregon,0,37.0,29.0,35.0,0.0,82,24.0,36.0,64,23.0,75.0,64,30.0,86,73.0,33.0,53.0,0.0,35,0.0,66.0,82,56,0.0,29.0,39.0,71,79,23.0,66
2008,Pennsylvania,0,48.0,86.0,30.0,19.0,89,22.0,44.0,68,37.0,79.0,71,56.0,68,82.0,38.0,29.0,59.0,63,100.0,65.0,96,59,38.0,39.0,38.0,78,70,24.0,77
2008,Rhode Island,0,34.0,42.0,62.0,0.0,82,30.0,100.0,65,0.0,82.0,66,43.0,95,74.0,0.0,59.0,0.0,100,0.0,66.0,81,51,0.0,54.0,0.0,78,72,33.0,100
2008,South Carolina,0,39.0,35.0,34.0,15.0,75,23.0,35.0,87,35.0,51.0,88,48.0,58,81.0,0.0,72.0,0.0,44,0.0,65.0,67,75,100.0,39.0,62.0,74,67,23.0,68
2008,South Dakota,0,70.0,64.0,0.0,0.0,97,24.0,0.0,72,0.0,98.0,78,67.0,62,54.0,0.0,52.0,0.0,42,0.0,55.0,85,100,0.0,100.0,0.0,92,83,0.0,83
2008,Tennessee,0,33.0,71.0,43.0,27.0,72,24.0,48.0,86,29.0,70.0,94,36.0,70,83.0,99.0,20.0,0.0,58,0.0,51.0,85,82,29.0,32.0,40.0,68,70,7.0,68
2008,Texas,0,39.0,46.0,20.0,14.0,79,33.0,44.0,89,42.0,55.0,84,24.0,72,69.0,37.0,42.0,46.0,43,0.0,41.0,68,71,13.0,32.0,38.0,69,70,17.0,75
2008,Utah,11.0,32.0,54.0,61.0,0.0,77,24.0,38.0,80,31.0,67.0,80,35.0,64,62.0,0.0,58.0,0.0,31,0.0,69.0,71,64,0.0,28.0,0.0,75,67,17.0,73
