Category: All categories

Region,transphobia: (2010)
North Dakota,
Rhode Island,100
New Hampshire,92
West Virginia,64
Mississippi,33
Louisiana,28
Maine,28
Missouri,12
Maryland,10
Oregon,10
Arizona,7
District of Columbia,7
New York,5
Pennsylvania,5
Texas,5
Illinois,2
Florida,2
Virginia,2
Ohio,2
New Jersey,2
California,2
Alaska,
Alabama,
Arkansas,
Colorado,
Connecticut,
Delaware,
Georgia,
Hawaii,
Iowa,
Idaho,
Indiana,
Kansas,
Kentucky,
Massachusetts,
Michigan,
Minnesota,
Montana,
North Carolina,
Nebraska,
New Mexico,
Nevada,
Oklahoma,
South Carolina,
South Dakota,
Tennessee,
Utah,
Vermont,
Washington,
Wisconsin,
Wyoming,
