Category: All categories

Region,transphobia: (2008)
Utah,100
Indiana,41
South Carolina,37
Minnesota,33
Ohio,16
District of Columbia,12
Florida,8
Illinois,4
Pennsylvania,4
New York,4
California,<1
Alaska,
Alabama,
Arkansas,
Arizona,
Colorado,
Connecticut,
Delaware,
Georgia,
Hawaii,
Iowa,
Idaho,
Kansas,
Kentucky,
Louisiana,
Massachusetts,
Maryland,
Maine,
Michigan,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
Oklahoma,
Oregon,
Rhode Island,
South Dakota,
Tennessee,
Texas,
Virginia,
Vermont,
Washington,
Wisconsin,
West Virginia,
Wyoming,
